hs12629 ENSG00000138083
hs4502 ENSG00000100982
hs4503 ENSG00000142609
hs5679 ENSG00000176232
hs5678 ENSG00000176371
hs5675 ENSG00000079931
hs5674 ENSG00000161180
hs5677 ENSG00000130037
hs5676 ENSG00000156709 NP_004199.1
hs5671 ENSG00000103365
hs5670 AAD56726.1
hs5673 ENSG00000124601
hs5672 ENSG00000170775
hs8337 NP_060880.2
hs8336 NP_036552.1 ENSG00000152778
hs8335 ENSG00000025708
hs8334 ENSG00000182330
hs8333 ENSG00000138435
hs8332 ENSG00000143507
hs8331 ENSG00000196870
hs8330 ENSG00000198044
hs8339 ENSG00000135914
hs8338 AAH32831.1
hs3145 ENSG00000132128
hs3144 ENSG00000068976
hs3147 ENSG00000183300
hs3146 ENSG00000006025
hs3141 ENSG00000187257
hs3140 CAD38783.1
hs3143 ENSG00000068400 BAA86481.1
hs3142 ENSG00000115657
hs3149 ENSG00000166924
hs3148 ENSG00000184564
hs11323 ENSG00000163644
hs11322 ENSG00000173334
hs3509 ENSG00000165970
hs3508 ENSG00000197479
hs3505 ENSG00000112706
hs3504 ENSG00000144820
hs3507 ENSG00000172575
hs3506 ENSG00000184363
hs3501 ENSG00000141385
hs3500 ENSG00000139626
hs3503 ENSG00000099882
hs3502 ENSG00000100991
hs4265 ENSG00000138380
hs4264 ENSG00000127084
hs4267 DIP:413N P08238
hs4266 ENSG00000145675 DIP:119N
hs4261 ENSG00000078070
hs4260 ENSG00000089091
hs4263 ENSG00000145700
hs4262 ENSG00000142945
hs4269 ENSG00000181234
hs4268 ENSG00000152670
hs4672 ENSG00000172009
hs4671 BAA83019.1
hs4674 ENSG00000183551
hs8273 ENSG00000164329
hs20879 ENSG00000103472
hs20878 ENSG00000177066
hs20875 ENSG00000186159
hs20874 ENSG00000183795 ENSG00000183753 ENSG00000185894
hs20877 ENSG00000198073
hs20876 ENSG00000165114
hs20871 ENSG00000187118
hs20870 ENSG00000118990
hs20873 ENSG00000183271
hs20872 ENSG00000187216
hs9943 ENSG00000124564
hs9942 ENSG00000185329
hs4678 ENSG00000154930
hs480 ENSG00000038219
hs481 ENSG00000197555
hs482 ENSG00000165288
hs483 ENSG00000132849
hs484 ENSG00000196632
hs485 ENSG00000110713
hs486 ENSG00000068878
hs487 ENSG00000164944
hs488 ENSG00000172037
hs489 ENSG00000168356
hs9949 ENSG00000147421
hs9948 ENSG00000169154
hs18209 ENSG00000183263
hs18208 ENSG00000162864
hs18205 ENSG00000188170
hs18204 ENSG00000185829
hs18207 ENSG00000173961
hs18206 ENSG00000188581
hs18201 ENSG00000179635
hs18200 ENSG00000196239
hs18203 ENSG00000198658
hs18202 ENSG00000133665
hs14920 ENSG00000142789
hs14921 ENSG00000198504
hs14922 ENSG00000198355
hs14923 ENSG00000189098
hs14924 ENSG00000087076
hs14925 ENSG00000002919
hs14926 ENSG00000128438
hs14927 ENSG00000151468
hs14928 ENSG00000108219
hs14929 ENSG00000106565
hs18979 ENSG00000197281
hs18978 ENSG00000197990
hs18973 ENSG00000125968
hs18972 ENSG00000105219
hs18971 ENSG00000187820
hs18970 ENSG00000177521
hs18977 ENSG00000171601
hs18976 ENSG00000188933
hs18975 NP_001685.1 ENSG00000185883
hs18974 ENSG00000197347
hs20099 ENSG00000177907
hs20098 ENSG00000169715
hs20097 ENSG00000130207
hs20096 ENSG00000197129
hs20095 ENSG00000164385
hs20094 ENSG00000184911 ENSG00000159123
hs20093 ENSG00000113387
hs20092 ENSG00000173192
hs20091 ENSG00000146047
hs20090 DIP:6057N ENSG00000102898 NP_005787.1
hs12438 ENSG00000188385
hs12439 ENSG00000183488
hs12430 ENSG00000120942
hs12431 ENSG00000167411
hs12432 ENSG00000065802
hs12433 NP_006205.1 ENSG00000107537
hs12434 ENSG00000177710
hs12435 ENSG00000196209
hs12436 ENSG00000091010
hs12437 ENSG00000139329 NP_002336.1
hs16535 ENSG00000125122
hs16534 ENSG00000198363
hs16537 DIP:344N
hs16536 ENSG00000196932
hs16531 ENSG00000007080
hs16530 ENSG00000110801
hs16533 ENSG00000137707
hs16532 ENSG00000147955
hs16539 ENSG00000172789
hs16538 ENSG00000187919 ENSG00000096087
hs6609 ENSG00000126653
hs6608 ENSG00000125962
hs6605 ENSG00000158169
hs6604 ENSG00000105220
hs6607 ENSG00000196475
hs6606 ENSG00000136295
hs6601 ENSG00000198759
hs6600 ENSG00000152475
hs6603 ENSG00000063660
hs6602 ENSG00000183814
hs21328 DIP:31N DIP:5841N ENSG00000161570
hs21329 ENSG00000186700
hs21326 ENSG00000160307
hs21327 ENSG00000196512
hs21324 ENSG00000197262
hs21325 ENSG00000126258
hs21322 ENSG00000147437
hs21323 ENSG00000182225
hs21320 NP_000989.1 ENSG00000197756
hs21321 ENSG00000163221
hs11167 ENSG00000100320
hs3382 ENSG00000174123
hs11165 ENSG00000105996
hs3380 ENSG00000174560 ENSG00000198705
hs11163 ENSG00000188050
hs3386 BAC03446.1
hs3385 ENSG00000141524
hs3384 ENSG00000176822
hs3389 ENSG00000168918
hs3388 ENSG00000165548
hs11169 ENSG00000188849
hs11168 ENSG00000181638
hs19754 ENSG00000169224
hs19755 AAH03353.1 ENSG00000133398
hs19756 ENSG00000161920
hs19757 ENSG00000173596
hs19750 ENSG00000196190
hs19751 ENSG00000146677 ENSG00000144713
hs19752 ENSG00000165066
hs19753 ENSG00000114115
hs19758 ENSG00000182457
hs19759 ENSG00000177551
hs7264 ENSG00000115145
hs7265 ENSG00000141337
hs7266 ENSG00000108825
hs7267 ENSG00000101438
hs7260 ENSG00000159398
hs7261 ENSG00000165688
hs7262 ENSG00000167916
hs7263 ENSG00000036565
hs7268 ENSG00000167302
hs7269 ENSG00000133243 NP_060267.2
hs14263 ENSG00000151692
hs14262 ENSG00000154529
hs14261 ENSG00000141698
hs14260 ENSG00000102125
hs14267 ENSG00000165272
hs14266 ENSG00000139914
hs14265 ENSG00000125775
hs14264 ENSG00000180188
hs14269 ENSG00000163632
hs14268 ENSG00000186666
hs1837 ENSG00000146426
hs1836 ENSG00000168658
hs1835 ENSG00000113615
hs1834 ENSG00000100592
hs1833 DIP:5975N
hs1832 ENSG00000112624
hs1831 ENSG00000144290
hs1830 ENSG00000173567
hs1839 ENSG00000129467
hs1838 ENSG00000146122
hs14487 ENSG00000159184
hs14486 ENSG00000125997
hs14485 ENSG00000174165
hs14484 ENSG00000131264
hs14483 ENSG00000184117 Q9BPW8
hs14482 AAH17746.1
hs14481 ENSG00000143457
hs14480 ENSG00000164845
hs14489 ENSG00000167460
hs14488 ENSG00000067064
hs7813 ENSG00000169251
hs4719 ENSG00000168447
hs4718 ENSG00000133104
hs7812 ENSG00000179142
hs4715 ENSG00000189108
hs4714 ENSG00000168806
hs4717 ENSG00000111058
hs4716 ENSG00000136059
hs4711 ENSG00000163811
hs4710 ENSG00000131941
hs4713 ENSG00000132622
hs4712 ENSG00000161640
hs9767 ENSG00000068745
hs9766 ENSG00000142513
hs9765 DIP:5824N ENSG00000122641
hs9764 ENSG00000104783
hs9763 ENSG00000166680
hs9762 ENSG00000151617
hs9761 ENSG00000185339
hs9760 ENSG00000186417
hs9769 ENSG00000183668 Q00887
hs9768 ENSG00000171680
hs2973 ENSG00000161996
hs13288 ENSG00000134001
hs13289 ENSG00000103591 NP_078942.2
hs2972 ENSG00000163935
hs13284 ENSG00000184698
hs13285 ENSG00000150773
hs13286 ENSG00000172320
hs13287 ENSG00000170782
hs13280 ENSG00000180947
hs13281 ENSG00000106077
hs13282 ENSG00000183305
hs13283 ENSG00000106133
hs2970 ENSG00000171560
hs2977 ENSG00000197566
hs2976 ENSG00000015532
hs2975 ENSG00000130226
hs2974 ENSG00000182504
hs9491 ENSG00000165078
hs9490 ENSG00000127990 AAH21709.1
hs9493 ENSG00000112578
hs9492 ENSG00000188423
hs9495 ENSG00000104852
hs9494 ENSG00000147872
hs9497 ENSG00000120705
hs9496 ENSG00000145248
hs9499 ENSG00000074706
hs9498 ENSG00000113369
hs12032 NP_005267.1 ENSG00000167588
hs12033 ENSG00000125355
hs12137 ENSG00000142230
hs12881 ENSG00000158764
hs12880 ENSG00000188064
hs12883 P35914 ENSG00000117305
hs12882 ENSG00000176787
hs12885 ENSG00000145945
hs12884 ENSG00000107362
hs12887 ENSG00000116544
hs12886 ENSG00000178695
hs12889 ENSG00000118961
hs12888 ENSG00000084623
hs12038 ENSG00000186452
hs12039 ENSG00000112651
hs2717 ENSG00000184538
hs2716 ENSG00000122126
hs2715 ENSG00000172167
hs2714 ENSG00000008277
hs2713 ENSG00000065609
hs2712 ENSG00000163507
hs2711 ENSG00000140022
hs2710 ENSG00000125482
hs12131 ENSG00000102981
hs2719 ENSG00000164342
hs2718 ENSG00000131379
hs12132 ENSG00000135046
hs14 ENSG00000042781
hs15 ENSG00000127481
hs22240 ENSG00000182801
hs22241 ENSG00000181065
hs22242 ENSG00000174899
hs22243 ENSG00000197264
hs22244 ENSG00000198664
hs22245 ENSG00000170290
hs22246 ENSG00000174363
hs22247 ENSG00000198206
hs22248 ENSG00000196759
hs22249 ENSG00000183990
hs18 ENSG00000198626
hs19 ENSG00000055609
hs16733 ENSG00000188494
hs16732 ENSG00000166407
hs16731 ENSG00000152214
hs16730 ENSG00000178709
hs16737 ENSG00000154016
hs16736 ENSG00000188929
hs16735 ENSG00000198755 ENSG00000168370
hs16734 ENSG00000114529
hs16739 ENSG00000130643
hs16738 ENSG00000146215
hs918 ENSG00000044459
hs919 ENSG00000197389
hs916 ENSG00000094975
hs917 ENSG00000129204
hs914 ENSG00000105976
hs915 ENSG00000134376
hs912 ENSG00000102189
hs913 ENSG00000168137
hs910 ENSG00000196663
hs911 ENSG00000143442
hs16089 ENSG00000090554 P49771 DIP:6220N
hs16088 AAH04323.1
hs16085 ENSG00000188528
hs16084 ENSG00000133027
hs16087 XP_208414.2
hs16086 ENSG00000180519
hs16081 ENSG00000174236
hs16080 ENSG00000196259
hs16083 ENSG00000180152
hs16082 ENSG00000111701
hs3097 ENSG00000155903
hs3096 ENSG00000182791
hs21209 ENSG00000197476
hs21208 ENSG00000180959
hs21205 ENSG00000125971
hs21204 ENSG00000173716
hs21207 ENSG00000185389
hs21206 ENSG00000198096
hs21201 ENSG00000177762
hs21200 ENSG00000178273
hs21203 ENSG00000128534
hs21202 ENSG00000183281 ENSG00000169659 ENSG00000125551
hs10368 ENSG00000158856 Q08495
hs10369 ENSG00000176387
hs10362 NP_060679.1
hs10363 BAA91846.1
hs10360 ENSG00000145692
hs10361 ENSG00000062716
hs10366 ENSG00000108309
hs10367 ENSG00000143621
hs10364 ENSG00000143994
hs10365 ENSG00000130560
hs17147 ENSG00000117152
hs12314 ENSG00000187988
hs12317 ENSG00000180767
hs12316 ENSG00000171794
hs12311 ENSG00000132254
hs8483 ENSG00000102794
hs12310 ENSG00000143443
hs12313 ENSG00000118260
hs12312 ENSG00000132196
hs19369 ENSG00000198832
hs19368 ENSG00000162872
hs19365 ENSG00000198045 ENSG00000196179
hs19364 ENSG00000184809
hs19367 ENSG00000166143
hs19366 ENSG00000048540
hs19361 ENSG00000181721
hs19360 ENSG00000119661
hs19363 ENSG00000188292
hs19362 ENSG00000173726 NP_055580.1
hs21150 ENSG00000178071
hs21979 ENSG00000197700
hs21978 ENSG00000139485
hs21973 ENSG00000169442
hs21972 ENSG00000169688
hs21971 ENSG00000163352
hs21970 ENSG00000196875
hs21977 ENSG00000197523
hs21976 ENSG00000148164
hs21975 ENSG00000129816 ENSG00000129845
hs21974 ENSG00000196697
hs19941 ENSG00000180155
hs19940 ENSG00000181016
hs19943 ENSG00000180838
hs19942 ENSG00000137434
hs19945 ENSG00000169446
hs19944 ENSG00000198762
hs19947 ENSG00000196336
hs19946 ENSG00000139223
hs19949 ENSG00000153838
hs19948 ENSG00000178559
hs13048 ENSG00000115425
hs13049 ENSG00000151792
hs18018 ENSG00000067955 NP_001746.1
hs18019 ENSG00000198234
hs18014 ENSG00000180932
hs18015 ENSG00000166847
hs18016 ENSG00000163239
hs13041 ENSG00000171612 ENSG00000123443
hs18010 ENSG00000189304
hs18011 ENSG00000198539
hs18012 ENSG00000162642
hs18013 ENSG00000144785
hs149 DIP:109N
hs148 ENSG00000165671
hs141 ENSG00000051341
hs140 ENSG00000167978
hs143 ENSG00000146839
hs142 ENSG00000009694
hs145 ENSG00000124177
hs144 P15822 ENSG00000095951
hs147 ENSG00000117523
hs146 ENSG00000105663
hs2666 ENSG00000115207
hs13958 ENSG00000138092
hs13959 ENSG00000116273
hs13950 ENSG00000133028
hs13951 ENSG00000100243
hs13952 ENSG00000176032
hs13953 ENSG00000175066
hs13954 ENSG00000187735
hs13955 NP_056226.1
hs13956 DIP:3015N
hs13957 ENSG00000163466
hs20754 ENSG00000154035
hs20755 ENSG00000166681
hs20756 ENSG00000180794
hs20757 ENSG00000197899
hs20750 ENSG00000162755
hs20751 ENSG00000188194
hs20752 ENSG00000186381
hs20753 ENSG00000166803
hs20758 DIP:6024N ENSG00000129965
hs20759 ENSG00000127774
hs19783 ENSG00000120937
hs16369 ENSG00000144035
hs16362 ENSG00000158604
hs16363 ENSG00000180329
hs12607 ENSG00000170271
hs12606 ENSG00000160408
hs12605 ENSG00000125522
hs12604 ENSG00000183609
hs12603 ENSG00000186496
hs12602 ENSG00000182406
hs12601 ENSG00000187719
hs12600 ENSG00000100228
hs12609 ENSG00000163541
hs12608 ENSG00000173578
hs11552 ENSG00000185482
hs11553 ENSG00000170962
hs11550 ENSG00000184344
hs11551 ENSG00000163159
hs11556 ENSG00000196839 DIP:371N
hs11557 ENSG00000163918 DIP:24267N
hs11554 ENSG00000185838
hs11555 ENSG00000109107
hs7875 ENSG00000036530
hs7874 ENSG00000133477
hs7877 ENSG00000181690
hs7876 ENSG00000125826
hs7871 ENSG00000056998
hs7870 ENSG00000166173
hs7873 ENSG00000124212
hs7872 DIP:6079N
hs10601 ENSG00000090316
hs10600 ENSG00000110921
hs10603 ENSG00000151963
hs10602 ENSG00000139549
hs10605 ENSG00000104957
hs10604 ENSG00000182963
hs10607 ENSG00000100749
hs10606 ENSG00000075089
hs10609 ENSG00000168493
hs10608 ENSG00000054796
hs6478 ENSG00000110934
hs6479 O75398 ENSG00000177030
hs2999 ENSG00000100038
hs2998 ENSG00000029725
hs6472 ENSG00000132356
hs6473 ENSG00000168883
hs2997 DIP:27602N ENSG00000122512
hs6471 ENSG00000160200
hs2991 ENSG00000142002
hs2990 ENSG00000143537
hs6474 ENSG00000182732
hs6475 ENSG00000103723
hs15079 ENSG00000170522
hs15078 CAB66712.2
hs15071 ENSG00000198502
hs15070 ENSG00000103710
hs15073 ENSG00000181982
hs15072 ENSG00000183831
hs15075 ENSG00000189433
hs15074 ENSG00000183324
hs15077 ENSG00000198912 AAH35643.1
hs15076 P01913 ENSG00000196101
hs15383 ENSG00000129028
hs15382 ENSG00000139835
hs15381 ENSG00000186479
hs15380 ENSG00000105341
hs15387 ENSG00000145817
hs15386 ENSG00000099341
hs15385 ENSG00000167904
hs15384 ENSG00000133937
hs15389 ENSG00000184650
hs15388 ENSG00000138613
hs17286 ENSG00000172458
hs17287 ENSG00000162976
hs17288 ENSG00000197672
hs17289 ENSG00000182853
hs3648 ENSG00000124831
hs3649 AAH00441.2
hs3642 ENSG00000167178
hs3643 ENSG00000167967
hs3640 ENSG00000067057
hs3641 ENSG00000184692
hs3646 ENSG00000137462
hs3647 ENSG00000105866
hs3644 ENSG00000179776
hs3645 ENSG00000131381
hs14388 ENSG00000182632
hs14389 ENSG00000188829
hs14380 ENSG00000138685
hs14381 ENSG00000174225
hs14382 ENSG00000068079
hs14383 ENSG00000177994
hs14384 ENSG00000180459
hs14385 ENSG00000147592
hs14386 ENSG00000148175
hs14387 ENSG00000187550
hs15927 ENSG00000197992
hs15926 ENSG00000197373
hs1646 ENSG00000197323
hs15924 ENSG00000181421
hs15923 ENSG00000096148
hs15922 ENSG00000117472
hs1642 ENSG00000153317
hs15920 ENSG00000140749
hs1648 ENSG00000169180
hs1649 ENSG00000164742
hs15929 ENSG00000188959
hs15928 ENSG00000110011
hs14032 ENSG00000138068
hs14033 ENSG00000188302
hs14030 ENSG00000012660
hs14031 ENSG00000153406
hs4038 ENSG00000109654
hs4039 ENSG00000073969 AAH30613.1
hs14034 ENSG00000101019
hs14035 NP_079358.1
hs4034 ENSG00000173258
hs4035 ENSG00000110171
hs4036 ENSG00000182973
hs14039 ENSG00000188732
hs4030 ENSG00000118496
hs4031 ENSG00000090060
hs4032 ENSG00000169607
hs4033 ENSG00000170615
hs4690 ENSG00000182077
hs4691 NP_113605.2
hs4692 ENSG00000100105
hs4693 ENSG00000198959
hs4694 ENSG00000111335
hs4695 ENSG00000184908
hs4696 ENSG00000186111
hs4697 ENSG00000152520
hs4698 ENSG00000186510
hs4699 ENSG00000009724
hs13561 ENSG00000177462
hs13560 ENSG00000183210
hs13563 ENSG00000179468
hs13562 ENSG00000177910
hs13565 ENSG00000157045
hs13564 ENSG00000186509
hs13567 ENSG00000183125
hs13566 ENSG00000179652
hs5345 ENSG00000154914
hs13568 ENSG00000168672
hs5347 ENSG00000116396
hs5346 ENSG00000173621
hs5341 ENSG00000165025 DIP:253N
hs5340 ENSG00000070756
hs5343 ENSG00000149328
hs5342 DIP:5730N ENSG00000117400
hs2698 ENSG00000110321
hs2699 DIP:189N ENSG00000110395
hs2692 ENSG00000178295
hs2693 ENSG00000087460
hs2690 ENSG00000106771
hs2691 ENSG00000113805
hs2696 ENSG00000139292
hs2697 ENSG00000112367
hs2694 ENSG00000175166 AAH07897.1
hs2695 ENSG00000126216
hs4968 ENSG00000170881
hs4969 ENSG00000142619
hs4962 ENSG00000073578
hs4963 ENSG00000048405
hs4960 ENSG00000163006
hs4961 ENSG00000183862
hs4966 ENSG00000136044
hs4967 ENSG00000152583
hs4964 ENSG00000140548
hs4965 ENSG00000100170
hs9514 ENSG00000175161
hs9515 ENSG00000158525
hs9516 ENSG00000171126
hs9517 ENSG00000092850
hs9510 ENSG00000125954
hs9511 ENSG00000137203
hs9512 ENSG00000132591
hs9513 ENSG00000141696
hs12686 ENSG00000135119
hs9518 ENSG00000175600
hs9519 ENSG00000108306
hs18788 ENSG00000135698 NP_005783.1
hs18789 ENSG00000187824
hs18780 ENSG00000128389
hs18781 ENSG00000178786
hs18782 ENSG00000198411
hs20212 ENSG00000105185 NP_004699.1
hs18784 ENSG00000109099
hs14997 ENSG00000019549
hs18785 ENSG00000184601
hs14996 ENSG00000196323
hs18786 ENSG00000183461
hs18787 ENSG00000101470
hs6865 ENSG00000138231
hs6864 ENSG00000087253
hs6867 ENSG00000154864
hs6866 ENSG00000123815
hs6861 ENSG00000174606
hs6860 ENSG00000181085
hs6863 ENSG00000145911
hs6862 ENSG00000196653
hs6869 ENSG00000115211
hs6868 ENSG00000183317
hs14999 NP_071888.1
hs14998 Q96G25
hs12680 ENSG00000107807 DIP:155N
hs5820 ENSG00000182870
hs5821 ENSG00000136026
hs17424 ENSG00000196229
hs12413 ENSG00000164729
hs17426 ENSG00000110442
hs17427 ENSG00000079332
hs12416 ENSG00000075303
hs17421 ENSG00000135824
hs12414 ENSG00000188263
hs12415 ENSG00000185192
hs17653 ENSG00000184154
hs17652 ENSG00000166562
hs17651 ENSG00000124098
hs17650 ENSG00000134598
hs17657 ENSG00000163344
hs17656 ENSG00000165188
hs17655 ENSG00000169750
hs17654 ENSG00000171082
hs17659 NP_003867.1 ENSG00000178307
hs17658 AAH22443.1 ENSG00000155329
hs19549 ENSG00000167799
hs19548 ENSG00000162076
hs19545 ENSG00000108518 NP_005013.1
hs19544 ENSG00000147333
hs19547 ENSG00000070087 NP_444252.1
hs19546 ENSG00000112304
hs19541 ENSG00000179933 NP_060394.1
hs19540 ENSG00000197094
hs19543 ENSG00000170777
hs19542 ENSG00000125691
hs893 ENSG00000141298
hs892 ENSG00000124151
hs891 ENSG00000157077
hs890 ENSG00000116128
hs897 ENSG00000070366
hs896 ENSG00000111077
hs895 ENSG00000186031
hs894 BAA95995.2
hs899 ENSG00000198837
hs898 ENSG00000181110
hs11710 ENSG00000053371
hs11711 ENSG00000130544
hs11712 ENSG00000116977
hs11713 ENSG00000187482
hs11714 ENSG00000182162
hs11715 ENSG00000197376
hs11716 ENSG00000156052
hs11717 ENSG00000005020
hs11718 NP_112225.1 ENSG00000118518
hs11719 DIP:32N ENSG00000137361 DIP:6193N
hs10449 ENSG00000158405
hs10448 ENSG00000189134
hs10447 ENSG00000106366
hs10446 ENSG00000107187
hs10445 ENSG00000128284
hs10444 ENSG00000183801
hs10443 ENSG00000167945
hs10442 ENSG00000118922
hs10441 ENSG00000129214
hs10440 ENSG00000144681
hs18638 ENSG00000110958
hs20368 DIP:24190N ENSG00000106399
hs18634 ENSG00000198527
hs18635 ENSG00000133321
hs18636 ENSG00000196874
hs20366 ENSG00000165131
hs18630 ENSG00000188347
hs18631 ENSG00000119559
hs18632 ENSG00000187882
hs20362 ENSG00000181694
hs769 P42695 ENSG00000151503
hs768 ENSG00000116991
hs761 ENSG00000136628
hs760 ENSG00000168916
hs763 ENSG00000173442
hs762 ENSG00000065883
hs765 ENSG00000082516
hs764 ENSG00000063169
hs767 ENSG00000141956
hs766 ENSG00000173821
hs16298 ENSG00000164785
hs16299 ENSG00000117500
hs16294 ENSG00000170315
hs16295 ENSG00000104147
hs16296 ENSG00000007312
hs16297 ENSG00000173928
hs16290 ENSG00000170790
hs16291 ENSG00000127546
hs16292 ENSG00000172007
hs16293 ENSG00000184673
hs10199 ENSG00000103066 NP_036452.1
hs10198 ENSG00000069345 NP_114468.1
hs10191 ENSG00000180763
hs10190 BAC11043.1 ENSG00000122741
hs10193 NP_003661.1 ENSG00000134107
hs10192 ENSG00000186143
hs10195 ENSG00000103507
hs10194 NP_446464.1 ENSG00000130707
hs10197 ENSG00000151790
hs10196 ENSG00000164684
hs20941 ENSG00000196273
hs20940 ENSG00000186750
hs20943 ENSG00000188726
hs20942 ENSG00000197551
hs20945 ENSG00000142951
hs20944 ENSG00000100246
hs20947 NP_056229.2 ENSG00000130255
hs20946 ENSG00000196741
hs20949 ENSG00000166228
hs20948 CAA50406.1
hs21018 NP_057717.1 ENSG00000169877
hs21019 NP_055278.1 ENSG00000170860
hs21014 ENSG00000185036
hs21015 ENSG00000099389
hs21016 ENSG00000130311
hs21017 ENSG00000183190
hs21010 ENSG00000168275
hs21011 ENSG00000120664
hs21012 ENSG00000169983
hs21013 ENSG00000197354 ENSG00000197612 ENSG00000197374
hs1402 ENSG00000177303
hs1403 ENSG00000161270
hs1400 ENSG00000117425
hs1401 ENSG00000115355
hs1406 ENSG00000135912
hs1407 ENSG00000169851
hs1404 ENSG00000124496
hs1405 ENSG00000171487
hs1408 ENSG00000064393
hs1409 ENSG00000135473
hs14630 ENSG00000152620
hs14631 ENSG00000176055
hs14632 ENSG00000159873
hs14633 ENSG00000184220
hs14634 ENSG00000198817
hs14635 ENSG00000165879
hs14636 ENSG00000176402
hs14637 ENSG00000197628
hs14638 ENSG00000176531
hs14639 ENSG00000173614
hs16904 NP_071894.1 ENSG00000124839
hs16905 ENSG00000078401 P05305
hs16906 ENSG00000064995 DIP:495N
hs16907 ENSG00000030110 ENSG00000198179 DIP:935N
hs16900 ENSG00000136240
hs16901 ENSG00000100865
hs16902 ENSG00000101417
hs16903 ENSG00000170965
hs16908 DIP:5735N
hs16909 ENSG00000100053
hs18191 ENSG00000197942
hs18190 ENSG00000169714
hs18193 ENSG00000197090
hs18192 ENSG00000173261
hs18195 ENSG00000137321
hs18194 ENSG00000166090
hs18197 ENSG00000170788
hs13368 ENSG00000184750
hs18199 ENSG00000169704
hs18198 NP_660296.1 ENSG00000153443
hs13365 ENSG00000165202
hs13364 ENSG00000196079
hs13363 ENSG00000183313
hs13362 ENSG00000176893
hs13361 ENSG00000172769
hs13360 ENSG00000166884
hs8913 ENSG00000115718
hs8912 ENSG00000137825
hs8911 ENSG00000188895
hs8910 ENSG00000163624
hs8917 ENSG00000152683
hs8916 ENSG00000181952
hs8915 ENSG00000182040
hs8914 ENSG00000102312
hs12100 ENSG00000184399
hs12101 ENSG00000105967
hs8919 NP_874368.1
hs8918 ENSG00000060566
hs12104 ENSG00000099999
hs12105 ENSG00000073754
hs12106 ENSG00000148288
hs12107 ENSG00000147166
hs11000 ENSG00000124702
hs9068 ENSG00000100034
hs9069 ENSG00000119402
hs9064 ENSG00000112175
hs9065 ENSG00000172819
hs9066 ENSG00000104611
hs9067 ENSG00000160183
hs9060 AAG37012.1
hs9061 NP_071763.2
hs9062 DIP:240N
hs9063 ENSG00000144115
hs5899 ENSG00000188244
hs5898 ENSG00000132716
hs5891 ENSG00000088881
hs5890 ENSG00000153234
hs5893 ENSG00000173226
hs5892 ENSG00000196110
hs5895 NP_002680.2 ENSG00000014138
hs5894 ENSG00000153046
hs5897 ENSG00000114107
hs5896 ENSG00000111880
hs2322 AAH02360.1 ENSG00000108883
hs2323 DIP:85N
hs2320 ENSG00000182578
hs2321 ENSG00000041515
hs2326 ENSG00000122707
hs2327 NP_054872.2 ENSG00000122299
hs2324 NP_001307.2 ENSG00000124207
hs2325 ENSG00000158553
hs3369 ENSG00000105298
hs2328 ENSG00000166938
hs2329 ENSG00000145495
hs11144 ENSG00000128294
hs11457 ENSG00000130711
hs11456 ENSG00000162636
hs11455 ENSG00000040531
hs11454 ENSG00000183624
hs11453 ENSG00000163623
hs11452 ENSG00000173627
hs11451 ENSG00000198651
hs11450 ENSG00000166579
hs11459 ENSG00000147364
hs11458 ENSG00000171450
hs11149 ENSG00000196616
hs11148 ENSG00000115073 NP_005726.1
hs2810 ENSG00000185486
hs2811 ENSG00000118946
hs2812 ENSG00000111271
