mm7412 ENSMUSG00000040471
mm2853 ENSMUSG00000063239
mm2852 ENSMUSG00000038600
mm8071 ENSMUSG00000058454
mm8070 ENSMUSG00000050408
mm23590 ENSMUSG00000057614
mm23591 ENSMUSG00000068981
mm12938 ENSMUSG00000051362
mm12939 ENSMUSG00000067522
mm16120 ENSMUSG00000045093
mm12932 ENSMUSG00000068553
mm12933 ENSMUSG00000030411
mm12930 ENSMUSG00000048425
mm12931 ENSMUSG00000059829
mm12936 ENSMUSG00000047225
mm12937 ENSMUSG00000064166 ENSMUSG00000058307
mm12934 ENSMUSG00000004943
mm12935 ENSMUSG00000067597
mm12125 ENSMUSG00000057462
mm12124 ENSMUSG00000049522
mm12127 ENSMUSG00000038246
mm12126 ENSMUSG00000051036
mm12121 ENSMUSG00000025429
mm12120 ENSMUSG00000025917
mm12123 ENSMUSG00000022025
mm12122 ENSMUSG00000028246
mm3144 ENSMUSG00000026065
mm3145 DIP:5790N
mm3146 ENSMUSG00000056571
mm3147 ENSMUSG00000056585
mm3140 ENSMUSG00000029167
mm3141 ENSMUSG00000027318
mm3142 ENSMUSG00000051910
mm3143 ENSMUSG00000069072
mm3148 ENSMUSG00000051000
mm3149 ENSMUSG00000031696
mm12129 ENSMUSG00000055679
mm12128 ENSMUSG00000045267
mm2891 ENSMUSG00000022696
mm2890 ENSMUSG00000034761
mm2893 ENSMUSG00000026175
mm2892 ENSMUSG00000025473
mm2895 ENSMUSG00000037337
mm2894 ENSMUSG00000052593
mm2897 ENSMUSG00000028217
mm2896 ENSMUSG00000020806
mm2899 ENSMUSG00000038080
mm2898 ENSMUSG00000026763
mm10398 ENSMUSG00000039145
mm10399 ENSMUSG00000008301
mm10390 ENSMUSG00000037477
mm10391 ENSMUSG00000032411
mm10392 ENSMUSG00000022184
mm10393 ENSMUSG00000039321
mm10394 ENSMUSG00000051037
mm10395 ENSMUSG00000039922
mm10396 ENSMUSG00000037014
mm10397 ENSMUSG00000026602
mm19793 ENSMUSG00000057687
mm2235 ENSMUSG00000036561
mm2234 ENSMUSG00000030683
mm2237 ENSMUSG00000040838
mm2236 ENSMUSG00000020439
mm2231 ENSMUSG00000027544
mm2230 ENSMUSG00000040033
mm2233 ENSMUSG00000020256
mm2232 ENSMUSG00000025810
mm2239 ENSMUSG00000033712
mm2238 ENSMUSG00000023355
mm10022 ENSMUSG00000068899
mm10023 ENSMUSG00000024957
mm10020 ENSMUSG00000045229
mm10021 ENSMUSG00000001270
mm10026 ENSMUSG00000003418
mm10027 ENSMUSG00000000776
mm10024 ENSMUSG00000053630
mm10025 ENSMUSG00000039546
mm10642 ENSMUSG00000022387
mm10643 ENSMUSG00000037351
mm10640 ENSMUSG00000054191
mm10641 ENSMUSG00000029344
mm10646 ENSMUSG00000028975
mm10647 ENSMUSG00000025963
mm10644 ENSMUSG00000026771
mm15059 ENSMUSG00000030158
mm10648 ENSMUSG00000069432
mm10649 ENSMUSG00000024406
mm10028 ENSMUSG00000046844
mm11511 ENSMUSG00000024253
mm11510 ENSMUSG00000039329
mm11513 ENSMUSG00000036502
mm11512 ENSMUSG00000032186
mm11515 ENSMUSG00000003675
mm11514 ENSMUSG00000039722
mm11517 ENSMUSG00000012042
mm11516 ENSMUSG00000021319
mm11519 DIP:5918N
mm11518 ENSMUSG00000005034
mm20968 ENSMUSG00000068855 ENSMUSG00000060032
mm20969 ENSMUSG00000054528
mm20964 ENSMUSG00000043340
mm20965 ENSMUSG00000045420
mm20966 ENSMUSG00000061606
mm20967 ENSMUSG00000051638
mm20960 ENSMUSG00000056877
mm20961 ENSMUSG00000061762
mm20962 ENSMUSG00000040017
mm20963 ENSMUSG00000029766
mm9766 DIP:5795N
mm9767 ENSMUSG00000068128
mm9764 ENSMUSG00000046879
mm9765 ENSMUSG00000033491
mm9762 ENSMUSG00000031847
mm9763 ENSMUSG00000036820
mm9760 ENSMUSG00000062564
mm9761 ENSMUSG00000043632
mm9768 ENSMUSG00000040570
mm9769 ENSMUSG00000028813
mm4303 ENSMUSG00000029587
mm4302 ENSMUSG00000021314
mm1157 ENSMUSG00000043531
mm1156 ENSMUSG00000026479
mm1151 ENSMUSG00000059742
mm1150 ENSMUSG00000061436
mm1153 ENSMUSG00000042211
mm1152 ENSMUSG00000034354
mm4309 ENSMUSG00000039891
mm4308 ENSMUSG00000028979
mm1159 ENSMUSG00000026991
mm1158 ENSMUSG00000027177
mm13609 ENSMUSG00000041774
mm13608 ENSMUSG00000052818
mm13603 ENSMUSG00000063615
mm13602 ENSMUSG00000045392 ENSMUSG00000042796
mm13601 ENSMUSG00000058628
mm13600 ENSMUSG00000044897
mm13607 ENSMUSG00000067529
mm13606 ENSMUSG00000043331
mm13605 ENSMUSG00000057903
mm13604 ENSMUSG00000045148
mm23684 ENSMUSG00000069407
mm23685 ENSMUSG00000067350
mm23686 ENSMUSG00000066555
mm23687 ENSMUSG00000066333
mm23680 ENSMUSG00000058737
mm23681 ENSMUSG00000059064
mm23682 ENSMUSG00000068143
mm23683 ENSMUSG00000066631
mm23688 ENSMUSG00000069485
mm23689 ENSMUSG00000063640
mm14558 ENSMUSG00000030591
mm14559 ENSMUSG00000024673
mm23538 ENSMUSG00000061405
mm23539 ENSMUSG00000069076
mm14552 ENSMUSG00000041079
mm14553 ENSMUSG00000025465
mm14550 ENSMUSG00000049957
mm14551 ENSMUSG00000022972
mm14556 ENSMUSG00000051147
mm23533 ENSMUSG00000048507
mm14554 ENSMUSG00000031379
mm14555 ENSMUSG00000061907
mm7650 ENSMUSG00000066027
mm7651 ENSMUSG00000030555
mm7652 ENSMUSG00000030089
mm7653 ENSMUSG00000051630
mm7654 ENSMUSG00000047638 DIP:443N
mm7655 ENSMUSG00000026466
mm7656 ENSMUSG00000018209
mm7657 ENSMUSG00000029338
mm7658 ENSMUSG00000004270
mm7659 ENSMUSG00000022575
mm22489 ENSMUSG00000047124
mm22488 ENSMUSG00000062383
mm22481 ENSMUSG00000035681 ENSMUSG00000058314
mm22480 ENSMUSG00000038382 ENSMUSG00000049246
mm22483 ENSMUSG00000021607
mm22482 ENSMUSG00000067521
mm22485 ENSMUSG00000045709
mm22484 ENSMUSG00000049338
mm22487 ENSMUSG00000058346
mm22486 ENSMUSG00000045110
mm18585 ENSMUSG00000060145
mm18584 ENSMUSG00000044744
mm18587 ENSMUSG00000047635
mm18586 ENSMUSG00000062455
mm18581 ENSMUSG00000068204
mm18580 ENSMUSG00000043863
mm18583 ENSMUSG00000013707
mm18582 ENSMUSG00000044629
mm18589 ENSMUSG00000030385
mm18588 ENSMUSG00000037151
mm17609 ENSMUSG00000039824
mm17608 DIP:2660N
mm17607 ENSMUSG00000068416
mm17606 ENSMUSG00000028451
mm17605 ENSMUSG00000024437
mm17604 ENSMUSG00000040197
mm17603 ENSMUSG00000032470
mm17602 ENSMUSG00000051578
mm17601 ENSMUSG00000054626
mm17600 ENSMUSG00000066042
mm19299 ENSMUSG00000041134
mm15609 ENSMUSG00000022225
mm15608 ENSMUSG00000029366
mm19188 ENSMUSG00000014980
mm19189 ENSMUSG00000067500
mm19182 ENSMUSG00000057413
mm19183 ENSMUSG00000027886
mm19180 ENSMUSG00000051566
mm19181 ENSMUSG00000026227
mm19186 ENSMUSG00000059357
mm19187 ENSMUSG00000003072
mm19184 ENSMUSG00000024213
mm19185 ENSMUSG00000029360
mm21170 ENSMUSG00000052767
mm21171 ENSMUSG00000033015
mm21172 ENSMUSG00000062081 ENSMUSG00000066916 ENSMUSG00000057157
mm21173 ENSMUSG00000060722
mm21174 ENSMUSG00000038812 ENSMUSG00000057627
mm21175 ENSMUSG00000063253
mm21176 ENSMUSG00000069244 ENSMUSG00000066389
mm21177 ENSMUSG00000034266
mm21178 ENSMUSG00000067102
mm21179 ENSMUSG00000057415
mm6548 ENSMUSG00000061954
mm4686 ENSMUSG00000021408
mm4687 ENSMUSG00000035638
mm4684 ENSMUSG00000040435
mm4685 ENSMUSG00000020739
mm4682 ENSMUSG00000053294
mm4683 ENSMUSG00000031608
mm4680 ENSMUSG00000024410
mm4681 ENSMUSG00000029802
mm4688 ENSMUSG00000037656
mm4689 ENSMUSG00000035751
mm6541 ENSMUSG00000054545
mm6540 ENSMUSG00000049144
mm4338 ENSMUSG00000024981
mm21794 ENSMUSG00000045642
mm21795 ENSMUSG00000059459
mm21796 ENSMUSG00000050235
mm4339 ENSMUSG00000034274
mm21790 ENSMUSG00000046372
mm21791 ENSMUSG00000028590
mm21792 ENSMUSG00000069795
mm21793 ENSMUSG00000060019 ENSMUSG00000059634 ENSMUSG00000007892
mm21798 ENSMUSG00000068847
mm21799 ENSMUSG00000067189
mm102 ENSMUSG00000034751
mm103 ENSMUSG00000039218
mm100 ENSMUSG00000043535
mm101 ENSMUSG00000006281
mm106 ENSMUSG00000036334
mm107 ENSMUSG00000028465
mm104 ENSMUSG00000025278
mm105 ENSMUSG00000055204
mm108 ENSMUSG00000042286
mm109 ENSMUSG00000035459
mm20229 ENSMUSG00000067777
mm20228 ENSMUSG00000068407
mm20227 ENSMUSG00000044997
mm20226 ENSMUSG00000062563
mm20225 ENSMUSG00000049670
mm20224 ENSMUSG00000015962
mm20223 ENSMUSG00000067894
mm20222 ENSMUSG00000027196
mm20221 ENSMUSG00000026120
mm20220 ENSMUSG00000049299
mm4336 ENSMUSG00000015748
mm8839 ENSMUSG00000048003
mm4337 ENSMUSG00000035493
mm8838 ENSMUSG00000005374
mm818 ENSMUSG00000040887
mm819 ENSMUSG00000022185
mm814 ENSMUSG00000062296
mm815 ENSMUSG00000026395
mm816 ENSMUSG00000023026
mm817 ENSMUSG00000064128
mm810 ENSMUSG00000024991
mm811 ENSMUSG00000018166
mm812 ENSMUSG00000034653
mm813 ENSMUSG00000035673
mm23947 ENSMUSG00000053873
mm23946 ENSMUSG00000069519
mm23945 ENSMUSG00000068153
mm23944 ENSMUSG00000069017
mm23943 ENSMUSG00000067662
mm23942 ENSMUSG00000066251
mm23941 ENSMUSG00000069754
mm23940 ENSMUSG00000066158
mm23949 ENSMUSG00000068435
mm23948 ENSMUSG00000069497
mm2132 ENSMUSG00000020941
mm2133 ENSMUSG00000060798
mm2130 ENSMUSG00000039697
mm2131 ENSMUSG00000021922
mm2136 ENSMUSG00000029419
mm2137 ENSMUSG00000042759
mm2134 ENSMUSG00000040473
mm2135 ENSMUSG00000036960
mm2138 ENSMUSG00000033285
mm2139 ENSMUSG00000015879
mm16408 ENSMUSG00000040630
mm16409 ENSMUSG00000057606
mm16402 ENSMUSG00000027510
mm16403 ENSMUSG00000047832
mm16400 ENSMUSG00000043206
mm16401 ENSMUSG00000031104
mm16406 ENSMUSG00000029909
mm16407 ENSMUSG00000029433
mm16404 ENSMUSG00000020870
mm16405 ENSMUSG00000029575
mm2688 ENSMUSG00000067872
mm2689 ENSMUSG00000028233
mm2684 ENSMUSG00000019470
mm2685 ENSMUSG00000026516
mm2686 ENSMUSG00000030141
mm2687 ENSMUSG00000031995
mm2680 ENSMUSG00000021870
mm2681 ENSMUSG00000022974
mm2682 ENSMUSG00000000374
mm2683 ENSMUSG00000029822
mm20437 ENSMUSG00000061541
mm20431 ENSMUSG00000008036
mm1793 ENSMUSG00000022702
mm1792 ENSMUSG00000048445
mm1791 ENSMUSG00000030279
mm1790 ENSMUSG00000035407
mm1797 ENSMUSG00000021913
mm1796 ENSMUSG00000040021
mm1795 ENSMUSG00000056248
mm1794 ENSMUSG00000033308
mm1799 ENSMUSG00000043679
mm1798 ENSMUSG00000053626
mm5483 ENSMUSG00000036908
mm23507 ENSMUSG00000068534
mm5481 ENSMUSG00000052208
mm5480 ENSMUSG00000039834
mm5487 ENSMUSG00000033847
mm5486 ENSMUSG00000043733
mm5485 ENSMUSG00000043903
mm23506 ENSMUSG00000067384
mm5489 ENSMUSG00000047502
mm5488 ENSMUSG00000048201
mm23505 ENSMUSG00000067388
mm23504 ENSMUSG00000060424
mm23503 ENSMUSG00000051590
mm23502 ENSMUSG00000052248
mm23501 ENSMUSG00000067178
mm14564 ENSMUSG00000045091
mm8169 ENSMUSG00000014837
mm8168 ENSMUSG00000061017
mm8163 ENSMUSG00000041477
mm8162 ENSMUSG00000022895
mm8161 ENSMUSG00000029196
mm8160 ENSMUSG00000031253
mm8167 ENSMUSG00000024038
mm8166 ENSMUSG00000040972
mm8165 ENSMUSG00000035451
mm8164 ENSMUSG00000062064
mm11999 ENSMUSG00000025503
mm11998 ENSMUSG00000067432
mm11995 ENSMUSG00000027961
mm11994 ENSMUSG00000046976
mm11997 ENSMUSG00000047798
mm11996 ENSMUSG00000067203
mm11991 ENSMUSG00000057311
mm11990 ENSMUSG00000059761 ENSMUSG00000060946
mm11993 ENSMUSG00000040396
mm11992 ENSMUSG00000063481 ENSMUSG00000062788 ENSMUSG00000062973
mm12879 ENSMUSG00000054052
mm12878 ENSMUSG00000050366
mm12877 ENSMUSG00000059610
mm12876 ENSMUSG00000044487
mm12875 ENSMUSG00000044685
mm12874 ENSMUSG00000015579
mm12873 ENSMUSG00000064341
mm12872 ENSMUSG00000060989
mm12871 ENSMUSG00000028277
mm12870 ENSMUSG00000056863
mm2914 ENSMUSG00000031788
mm2915 ENSMUSG00000021514
mm2916 ENSMUSG00000041740
mm2917 ENSMUSG00000047866
mm2910 ENSMUSG00000061175
mm2911 ENSMUSG00000025616
mm2912 ENSMUSG00000035177
mm2913 ENSMUSG00000037922
mm2918 ENSMUSG00000040734
mm2919 ENSMUSG00000062861
mm13838 ENSMUSG00000062503
mm24327 ENSMUSG00000067342
mm24324 ENSMUSG00000069907
mm24325 ENSMUSG00000057177
mm24322 ENSMUSG00000065995
mm24323 ENSMUSG00000067664
mm24320 ENSMUSG00000070050
mm24321 ENSMUSG00000067831
mm13830 ENSMUSG00000047667 ENSMUSG00000058515
mm13831 ENSMUSG00000019945
mm13832 ENSMUSG00000051258
mm13833 ENSMUSG00000037349
mm13834 ENSMUSG00000066242
mm13835 ENSMUSG00000063221
mm13836 ENSMUSG00000060084
mm13837 ENSMUSG00000048810
mm7249 ENSMUSG00000032119
mm7248 ENSMUSG00000021866
mm7243 ENSMUSG00000037523
mm7242 ENSMUSG00000025608
mm7241 ENSMUSG00000029727
mm7240 ENSMUSG00000045140
mm7247 ENSMUSG00000021571
mm7246 ENSMUSG00000034487
mm7245 ENSMUSG00000054952
mm7244 ENSMUSG00000044084
mm19968 ENSMUSG00000046931
mm19969 ENSMUSG00000026544
mm19964 ENSMUSG00000021539
mm19965 ENSMUSG00000043413
mm19966 ENSMUSG00000055761
mm19967 ENSMUSG00000029281
mm19960 ENSMUSG00000069536
mm19961 ENSMUSG00000026800
mm19962 ENSMUSG00000029865
mm19963 ENSMUSG00000041538
mm14826 ENSMUSG00000042938
mm14827 ENSMUSG00000009863
mm14824 ENSMUSG00000021891
mm14825 ENSMUSG00000025216
mm14822 ENSMUSG00000032014
mm14823 ENSMUSG00000028070
mm14820 ENSMUSG00000068400
mm14821 ENSMUSG00000004633
mm14828 ENSMUSG00000036256
mm14829 ENSMUSG00000022209
mm10567 ENSMUSG00000055239
mm10566 ENSMUSG00000044534
mm10565 ENSMUSG00000044734
mm10564 ENSMUSG00000025010
mm10563 ENSMUSG00000022758
mm10562 ENSMUSG00000047514
mm10561 ENSMUSG00000059005
mm10560 ENSMUSG00000068758
mm10569 ENSMUSG00000031860
mm10568 ENSMUSG00000063060
mm8989 ENSMUSG00000059298
mm8988 ENSMUSG00000027168
mm8985 ENSMUSG00000029193
mm8984 ENSMUSG00000062327
mm8987 ENSMUSG00000028343
mm8986 ENSMUSG00000039315
mm8981 ENSMUSG00000022841
mm8980 ENSMUSG00000029788
mm8983 ENSMUSG00000038090
mm8982 ENSMUSG00000024776
mm6118 ENSMUSG00000031886
mm6119 ENSMUSG00000026159
mm7394 ENSMUSG00000040918
mm6110 ENSMUSG00000027335
mm6111 ENSMUSG00000047789
mm6112 ENSMUSG00000057188
mm6113 ENSMUSG00000038848
mm6114 ENSMUSG00000046185
mm6115 ENSMUSG00000024122
mm6116 ENSMUSG00000036023
mm6117 ENSMUSG00000028108
mm15889 ENSMUSG00000036770
mm15888 ENSMUSG00000049530
mm15887 ENSMUSG00000066274
mm15886 ENSMUSG00000047884
mm15885 ENSMUSG00000027656
mm15884 ENSMUSG00000060738
mm15883 ENSMUSG00000027020
mm15882 ENSMUSG00000031570
mm15881 ENSMUSG00000048373
mm15880 ENSMUSG00000057134
mm12051 ENSMUSG00000046338
mm12050 ENSMUSG00000037537
mm12053 ENSMUSG00000022024
mm12052 ENSMUSG00000068650
mm12055 DIP:6013N ENSMUSG00000004296
mm12054 DIP:137N
mm12057 ENSMUSG00000041921
mm12056 ENSMUSG00000044532
mm12059 ENSMUSG00000068428
mm12058 ENSMUSG00000041750
mm6806 ENSMUSG00000024172
mm6807 ENSMUSG00000027134
mm6804 ENSMUSG00000050405
mm6805 ENSMUSG00000039263
mm6802 ENSMUSG00000026926
mm6803 ENSMUSG00000028766
mm6800 ENSMUSG00000036565
mm6801 ENSMUSG00000024055
mm6808 ENSMUSG00000025269
mm6809 ENSMUSG00000041923
mm9353 ENSMUSG00000035864
mm9352 ENSMUSG00000039182
mm9351 ENSMUSG00000030046
mm9350 ENSMUSG00000017677
mm9357 ENSMUSG00000048349
mm9356 ENSMUSG00000015363
mm9355 ENSMUSG00000068695
mm9354 ENSMUSG00000021721
mm9359 ENSMUSG00000034674 ENSMUSG00000051559
mm9358 ENSMUSG00000049303
mm17100 ENSMUSG00000026893
mm17101 ENSMUSG00000026420
mm17102 ENSMUSG00000037145
mm17103 ENSMUSG00000031586
mm17104 ENSMUSG00000052681
mm17105 ENSMUSG00000039275
mm17106 ENSMUSG00000049492
mm17107 ENSMUSG00000061974
mm17108 ENSMUSG00000068157
mm17109 ENSMUSG00000017466
mm22568 ENSMUSG00000052757
mm22569 ENSMUSG00000045877
mm22566 ENSMUSG00000001021
mm22567 ENSMUSG00000035411
mm22564 ENSMUSG00000068224
mm22565 ENSMUSG00000024146
mm22562 ENSMUSG00000066457
mm22563 ENSMUSG00000036835 ENSMUSG00000056412
mm22560 ENSMUSG00000070018
mm22561 ENSMUSG00000070015
mm16250 ENSMUSG00000034445
mm2709 ENSMUSG00000032193
mm2708 ENSMUSG00000031480
mm4530 ENSMUSG00000026368
mm4531 ENSMUSG00000003676
mm4532 ENSMUSG00000063249
mm4533 ENSMUSG00000021003
mm4534 ENSMUSG00000059213
mm4535 ENSMUSG00000029634
mm4536 ENSMUSG00000042487
mm4537 ENSMUSG00000040618
mm4538 ENSMUSG00000044783
mm4539 ENSMUSG00000035757
mm8400 ENSMUSG00000052063
mm8401 ENSMUSG00000041380
mm8402 ENSMUSG00000057715
mm8403 ENSMUSG00000059883
mm8404 ENSMUSG00000020829
mm8405 ENSMUSG00000030824
mm8406 ENSMUSG00000003882
mm8407 ENSMUSG00000032528
mm8408 ENSMUSG00000064363
mm8409 ENSMUSG00000034105
mm2707 ENSMUSG00000066830
mm2706 ENSMUSG00000037236
mm2701 ENSMUSG00000034908
mm2700 ENSMUSG00000023931
mm9135 ENSMUSG00000014198
mm2702 ENSMUSG00000021668
mm18170 ENSMUSG00000057756
mm18171 ENSMUSG00000028141
mm18172 ENSMUSG00000060660 ENSMUSG00000069558
mm18173 ENSMUSG00000029038
mm18174 ENSMUSG00000051943
mm18175 ENSMUSG00000022679
mm18176 ENSMUSG00000066261
mm18177 ENSMUSG00000041068
mm18178 ENSMUSG00000043661
mm18179 ENSMUSG00000069363
mm14455 ENSMUSG00000046652
mm14454 ENSMUSG00000028744
mm14453 ENSMUSG00000024875
mm14452 ENSMUSG00000043931
mm14451 ENSMUSG00000033255
mm14450 ENSMUSG00000025977
mm17818 ENSMUSG00000047881
mm17819 ENSMUSG00000048755
mm17816 ENSMUSG00000050917
mm17817 ENSMUSG00000054784
mm17814 ENSMUSG00000026124
mm17815 ENSMUSG00000042878
mm17812 ENSMUSG00000054381
mm17813 ENSMUSG00000061139
mm17810 ENSMUSG00000025784
mm17811 ENSMUSG00000022261
mm18794 ENSMUSG00000025869
mm18795 ENSMUSG00000063671
mm18796 ENSMUSG00000056155
mm18797 ENSMUSG00000022370
mm18790 ENSMUSG00000033429
mm18791 ENSMUSG00000066806
mm18792 ENSMUSG00000020814
mm18793 ENSMUSG00000015804
mm18798 ENSMUSG00000053887
mm18799 ENSMUSG00000066337
mm19229 ENSMUSG00000009216
mm19228 ENSMUSG00000025961
mm19227 ENSMUSG00000032436
mm19226 ENSMUSG00000059201
mm19225 ENSMUSG00000062963
mm19224 ENSMUSG00000020477
mm19223 ENSMUSG00000032484
mm19222 ENSMUSG00000022525
mm19221 ENSMUSG00000052334
mm19220 ENSMUSG00000056061
mm15418 ENSMUSG00000024537
mm15419 ENSMUSG00000034614
mm15410 ENSMUSG00000022193
mm15411 ENSMUSG00000029337
mm15412 ENSMUSG00000046604
mm15413 ENSMUSG00000032083
mm15414 ENSMUSG00000060586
mm15415 ENSMUSG00000022486
mm15416 ENSMUSG00000026240
mm15417 ENSMUSG00000022856
mm20078 ENSMUSG00000068226
mm20079 ENSMUSG00000056502
mm20076 ENSMUSG00000058136
mm20077 ENSMUSG00000058898
mm20074 ENSMUSG00000044845
mm20075 ENSMUSG00000056630
mm20072 ENSMUSG00000048911
mm20073 ENSMUSG00000054776
mm20070 ENSMUSG00000024414
mm20071 ENSMUSG00000052366
mm5919 DIP:296N ENSMUSG00000022514
mm5918 ENSMUSG00000022462
mm5915 ENSMUSG00000047141
mm5914 ENSMUSG00000020948
mm5917 ENSMUSG00000004931
mm5916 ENSMUSG00000025727
mm5911 ENSMUSG00000039335
mm5910 ENSMUSG00000022945
mm5913 ENSMUSG00000044177
mm5912 ENSMUSG00000025861
mm3452 ENSMUSG00000033478
mm3453 ENSMUSG00000020923
mm3450 ENSMUSG00000067452
mm3451 ENSMUSG00000017172
mm3456 ENSMUSG00000030862
mm3457 ENSMUSG00000029410
mm3454 ENSMUSG00000023927
mm3455 ENSMUSG00000020963
mm3458 ENSMUSG00000038686
mm3459 ENSMUSG00000041540
mm11768 ENSMUSG00000021765
mm11769 ENSMUSG00000036826
mm11762 ENSMUSG00000042225
mm11763 ENSMUSG00000025173
mm11760 ENSMUSG00000050804 ENSMUSG00000069701 ENSMUSG00000069702
mm11761 ENSMUSG00000022678
mm11766 ENSMUSG00000025377
mm11767 ENSMUSG00000033446
mm11764 ENSMUSG00000002240
mm11765 ENSMUSG00000006010
mm9111 DIP:633N
mm9110 ENSMUSG00000058013
mm9113 ENSMUSG00000052534 DIP:6107N
mm9112 ENSMUSG00000020932 DIP:1084N
mm9115 ENSMUSG00000026436
mm9114 ENSMUSG00000021054
mm9117 ENSMUSG00000026003
mm9116 ENSMUSG00000048376
mm9119 ENSMUSG00000044350
mm9118 ENSMUSG00000041141
mm16239 ENSMUSG00000059115
mm16238 ENSMUSG00000022711
mm1348 ENSMUSG00000040648
mm1349 ENSMUSG00000028433
mm16231 ENSMUSG00000046756
mm1345 ENSMUSG00000034453
mm16233 ENSMUSG00000004359
mm16232 ENSMUSG00000054594
mm16235 ENSMUSG00000001657
mm16234 ENSMUSG00000022085
mm16237 ENSMUSG00000057568
mm16236 ENSMUSG00000029641
mm10963 ENSMUSG00000017868
mm10962 ENSMUSG00000061829
mm7429 ENSMUSG00000025915
mm10960 ENSMUSG00000013353
mm10967 ENSMUSG00000020457
mm10966 ENSMUSG00000040899
mm10965 ENSMUSG00000003410
mm10964 ENSMUSG00000022315
mm7423 ENSMUSG00000052763
mm7422 ENSMUSG00000037469
mm7421 ENSMUSG00000066438
mm7420 ENSMUSG00000031465 DIP:6049N
mm7427 ENSMUSG00000044265
mm7426 ENSMUSG00000021147
mm7425 ENSMUSG00000040525
mm7424 ENSMUSG00000066395 ENSMUSG00000066398
mm2499 ENSMUSG00000027624
mm2498 ENSMUSG00000024660
mm2495 ENSMUSG00000035842
mm2494 ENSMUSG00000039929
mm2497 ENSMUSG00000024485
mm2496 ENSMUSG00000035919
mm2491 ENSMUSG00000036528
mm2490 ENSMUSG00000034863
mm2493 ENSMUSG00000041264
mm2492 ENSMUSG00000013076
mm23019 ENSMUSG00000067929
mm23018 ENSMUSG00000063792
mm23015 ENSMUSG00000066808
mm23014 ENSMUSG00000067548
mm23017 ENSMUSG00000058745 ENSMUSG00000066149
mm23016 ENSMUSG00000048113
mm23011 ENSMUSG00000061375
mm23010 ENSMUSG00000042930
mm23013 ENSMUSG00000042212
mm23012 ENSMUSG00000066650
mm22768 ENSMUSG00000066544
mm22769 ENSMUSG00000044471
mm22764 ENSMUSG00000068602
mm22765 ENSMUSG00000067456
mm22766 ENSMUSG00000053317
mm22767 ENSMUSG00000046390
mm22760 ENSMUSG00000067084
mm22761 ENSMUSG00000068589
mm22762 ENSMUSG00000029380
mm22763 ENSMUSG00000049063
mm12448 ENSMUSG00000047689
mm12449 ENSMUSG00000027651
mm12442 ENSMUSG00000037669
mm12443 ENSMUSG00000029135
mm12440 ENSMUSG00000029047
mm12441 ENSMUSG00000040274 DIP:24175N
mm12446 ENSMUSG00000061491 ENSMUSG00000058657
mm12447 ENSMUSG00000053094
mm12444 ENSMUSG00000058253
mm12445 ENSMUSG00000033114
mm8648 ENSMUSG00000020913
mm8649 ENSMUSG00000037773
mm8646 ENSMUSG00000030137
mm8647 ENSMUSG00000020818
mm8644 ENSMUSG00000045665
mm8645 ENSMUSG00000041895
mm8642 ENSMUSG00000067195
mm8643 ENSMUSG00000037458
mm8640 ENSMUSG00000035086
mm8641 ENSMUSG00000031969
mm6778 ENSMUSG00000020604
mm6779 ENSMUSG00000025402
mm6770 ENSMUSG00000054277
mm6771 ENSMUSG00000023045
mm6772 ENSMUSG00000035704
mm6773 ENSMUSG00000059193
mm6774 ENSMUSG00000022070
mm6775 ENSMUSG00000021816
mm6776 ENSMUSG00000027690
mm6777 ENSMUSG00000031358
mm13409 ENSMUSG00000058825
mm13408 ENSMUSG00000043354
mm8398 ENSMUSG00000024069
mm8399 ENSMUSG00000028457
mm5148 ENSMUSG00000027513
mm5149 ENSMUSG00000002980
mm5142 ENSMUSG00000015599
mm5143 ENSMUSG00000016995
mm5140 ENSMUSG00000022561
mm8393 ENSMUSG00000027463
mm8394 ENSMUSG00000001521
mm5147 ENSMUSG00000037280
mm5144 ENSMUSG00000028453
mm8397 ENSMUSG00000029650
mm6482 ENSMUSG00000027300
mm6483 ENSMUSG00000055275
mm6480 ENSMUSG00000026560
mm6481 ENSMUSG00000063661
mm6486 ENSMUSG00000022574
mm6487 ENSMUSG00000026439
mm6484 ENSMUSG00000036749
mm6485 ENSMUSG00000051835
mm6488 ENSMUSG00000019039
mm6489 ENSMUSG00000032313
mm14775 ENSMUSG00000026880
mm4431 ENSMUSG00000043881
mm4430 ENSMUSG00000027346
mm4433 ENSMUSG00000028890
mm4432 ENSMUSG00000027660
mm4435 ENSMUSG00000022912
mm4434 ENSMUSG00000045036
mm4437 DIP:1169N
mm4436 ENSMUSG00000032739
mm4439 ENSMUSG00000037005
mm4438 ENSMUSG00000025701
mm13319 ENSMUSG00000043385
mm13318 ENSMUSG00000031662
mm13311 ENSMUSG00000067560
mm13310 ENSMUSG00000030905
mm13313 ENSMUSG00000048153
mm13312 ENSMUSG00000059887
mm13315 ENSMUSG00000061602
mm13314 ENSMUSG00000067291
mm13317 ENSMUSG00000064194
mm13316 ENSMUSG00000069478
mm15652 ENSMUSG00000001964
mm9933 ENSMUSG00000025410
mm9932 ENSMUSG00000015452
mm9931 ENSMUSG00000026934
mm9930 ENSMUSG00000025138
mm9937 ENSMUSG00000020612
mm9936 ENSMUSG00000068568
mm9935 ENSMUSG00000019428
mm9934 ENSMUSG00000037411
mm9939 ENSMUSG00000029595
mm9938 ENSMUSG00000037339
