ce6621 T07D1.2
ce14499 Y40B10A.6
ce5537 K02A11.1
ce16834 F45G2.10
ce12637 Y39C12A.7
ce12636 Y22D7AR.11
ce12635 B0222.1
ce12634 Y71H2B.8
ce12633 Y9C9A.12
ce11825 F32A6.2
ce12631 C54G4.8
ce15466 F20D12.6
ce16536 F47F6.4
ce5247 F44F1.6
ce16836 T10D4.7
ce17840 F19C7.6
ce10945 D2021.2
ce12639 DIP:25875N
ce5246 F52H2.2
ce18774 Y54G9A.1
ce18775 Y50E8A.2
ce18776 Y59E9AL.5
ce18777 F16H6.6
ce18770 T23B12.8
ce5245 ZC449.5
ce18772 F32H5.3
ce18773 R06F6.11
ce10943 C41G6.14
ce5244 K07C5.3
ce18778 F22B7.3
ce18779 F53G12.11 DIP:26857N
ce8557 T16A1.8
ce10942 C39B5.8
ce4468 Y38F2AR.5
ce10639 C51E3.2
ce10163 R11D1.2
ce10162 K08G2.13
ce10165 C46A5.5
ce10164 Y37A1B.12
ce10167 Y110A7A.2
ce10638 Y71H2B.3 DIP:27072N
ce10169 T09D3.2
ce10168 T20B12.4
ce4462 F08B4.5
ce15460 F14H3.9
ce4464 K04C1.2
ce11722 F21H7.5
ce4466 T08E11.8
ce4467 ZC443.6
ce6648 C17E4.3
ce6649 F58A4.7
ce19179 C44C1.6
ce19178 Y45F10A.5
ce19175 K06B4.3
ce19174 T25G12.11
ce19177 Y1A5A.2
ce19176 VZK822L.2
ce19171 ZC334.11
ce19170 K10D6.3
ce19173 Y37E11B.2
ce19172 F36H1.11
ce5597 F58G11.4
ce5596 B0222.2
ce5595 F42A6.4
ce5594 F55F8.9
ce5593 C25B8.6
ce5592 T16G12.3
ce5591 C13A10.1
ce5590 F58E1.4
ce11782 ZC47.4
ce11783 K08D12.5
ce11780 F49C12.9
ce11781 ZC47.6
ce11786 F15H10.6
ce10710 Y46H3D.5
ce5599 F16B4.12
ce5598 Y71H2AM.16
ce4644 T26C5.2
ce4645 F26H9.1
ce5042 F09E8.6
ce18257 M02D8.6
ce4640 AC3.2
ce4641 F52H2.6
ce4642 C17H11.3
ce4643 B0280.5 DIP:27098N
ce10716 Y94A7B.3
ce10138 DIP:26575N T05B11.1
ce4649 F35A5.4
ce10717 F07F6.9
ce13727 F57C2.3
ce10714 T26E4.16
ce857 F31D5.3
ce3827 DIP:25061N T23D5.2
ce10243 F07C4.14
ce18256 C54D10.11
ce9266 C47E8.4
ce1038 F26G1.1
ce1039 K02E2.2
ce1034 T27C4.4 DIP:25278N
ce10230 Y47G7B.3
ce1036 T25B6.7
ce1037 K09F5.3
ce1030 F55A3.1
ce1031 C34E10.8
ce1032 F54G2.2
ce1033 W07A8.2
ce11678 Y23H5A.3
ce17779 B0462.4
ce854 F21H7.9
ce10674 Y94A7B.4
ce8565 C10A4.5
ce18255 F59A3.10
ce9485 F07B7.1 W09B7.1
ce6328 F10D7.2
ce3759 T07A9.5
ce9484 K02H11.2
ce19521 C27C7.2
ce3758 Y111B2A.8
ce9487 C47A10.6
ce13725 Y48E1C.3
ce17778 Y39H10A.1
ce855 Y39A1A.15 DIP:25025N
ce9486 B0391.4
ce3370 F08F1.1
ce9481 F26G5.4
ce19082 Y47H9C.14
ce3256 DIP:25170N T01C8.1
ce18254 R90.4
ce13758 ZK945.2
ce13570 Y105E8A.4
ce16648 M01D7.6
ce16649 D2024.5
ce16646 C08G5.2
ce16647 C33F10.1
ce16644 F56C3.3
ce9482 B0205.3
ce16642 F20B6.1
ce16643 C15F1.8
ce16640 C35D10.8
ce16641 C09D1.2
ce4508 B0410.2
ce7375 F32G8.4
ce10676 H12I19.1
ce7916 DIP:25072N
ce3257 F38E11.12
ce18253 C36B7.7
ce7534 Y50D4B.3
ce4997 F41C3.3
ce7376 F54F3.3
ce642 Y66H1A.6
ce18252 Y56A3A.3
ce13723 T19C3.7
ce13928 F57B1.6
ce13929 T06C12.14
ce1692 R06A4.2
ce1693 T20B5.3
ce1694 Y37E3.17
ce1695 R05D3.4 DIP:24823N
ce1696 K07E3.2
ce1697 F42A6.9 DIP:25532N
ce13920 F30F8.10
ce1699 B0035.12
ce13922 R01E6.7
ce2623 Y67H2A.7
ce13924 C30A5.2
ce13925 AH10.2
ce13926 Y57A10A.3
ce13927 R01H10.4
ce16260 K02F6.6
ce11941 T10F2.2
ce18869 C15H11.11
ce16262 Y43F8B.11
ce3826 F55A4.6
ce9258 C07G3.3
ce9259 C17H1.5
ce16263 ZK632.8
ce7153 B0310.2
ce5048 DIP:25678N C34C6.6
ce9250 C34B2.3 F33D11.7
ce9251 C44C3.9
ce9252 F57G4.4
ce9253 C14H10.4
ce9254 C50H11.5
ce9255 W10G11.7
ce9256 T03G11.3
ce9257 R07B5.7
ce7348 DIP:26573N C39E9.11
ce7349 T22E5.5 DIP:26592N
ce7698 F11A10.7
ce7699 K08D10.10
ce11946 E02C12.3
ce7692 F09B12.5
ce7693 F16B12.5
ce7690 Y54G11B.1
ce7691 Y32G9B.1
ce7696 F14A5.1
ce7697 F11D11.3
ce7694 C08H9.6
ce7347 DIP:25937N
ce16268 Y71G12B.3
ce1968 DIP:25428N D1037.1
ce1969 DIP:27284N
ce16259 T19E7.1
ce16258 C24G7.3
ce11949 F12D9.1
ce11975 Y17G9A.7
ce11974 R08A2.4
ce11977 W01B6.7
ce16256 ZK856.6
ce16251 C45H4.14
ce16250 C48D5.3
ce11973 BE10.4
ce16252 ZK617.4
ce9034 ZK488.9
ce9035 T01G6.3
ce605 F11A10.1
ce604 T21E8.3
ce603 F45H11.4
ce602 M106.1
ce601 C08B11.3
ce600 F52H3.7 DIP:25770N
ce9038 Y59A8B.2
ce9039 T19C4.6
ce609 B0302.1
ce1912 R07B7.1
ce13688 H14A12.4
ce1540 R04A9.5
ce3253 ZK1098.2
ce3350 C09G4.2
ce11553 F53G2.7
ce18629 R01H2.1
ce15151 F55H12.4
ce1093 Y39A1B.2
ce3357 F55G1.13
ce8551 F22D6.9
ce6788 F54D5.2
ce1090 F29F11.2
ce3356 B0280.13
ce1543 F32A7.5
ce3355 DIP:26588N W03G9.4
ce4503 Y57G11C.23
ce18460 F41H10.9
ce1096 Y46G5A.6
ce3354 Y59A8B.14
ce1545 R09H10.4
ce3250 Y53C10A.10
ce18381 E04F6.12
ce1094 C54D1.3
ce8028 F07E5.5
ce16733 Y48A6B.3
ce1547 K06A5.4
ce2438 F13B12.3
ce3359 B0303.4
ce8029 F13E9.11
ce16804 F55F8.6
ce4502 B0523.3 DIP:27069N
ce18461 F13B12.5
ce3251 DIP:26207N Y39E4B.12
ce15694 Y66D12A.16
ce15695 T05E11.2
ce15696 F52C6.1
ce15697 Y43F8C.20
ce15690 R03E1.4
ce15691 T09A5.1
ce15692 R03G5.5
ce15693 F38H4.10
ce644 F47G6.4
ce15698 F01F1.15
ce15699 C18D11.3
ce7894 R09B5.12
ce6205 R09D1.10
ce16805 M05D6.6
ce6345 DIP:26949N F56A8.3
ce6344 F08G2.7 DIP:26831N
ce6343 DIP:26367N F58A4.8
ce6342 Y75B8A.32 DIP:26316N
ce6341 F57B9.8 DIP:25680N
ce56 K08F8.6
ce5477 T05E12.6
ce55 Y66D12A.14
ce6349 ZK430.7
ce6348 W06D12.2
ce14428 ZK993.1
ce2403 C29F7.5
ce4611 C24G6.6
ce13559 T08G5.8
ce52 W02B9.1
ce12579 C35A5.10
ce18463 W01B11.6
ce17128 DIP:25602N C16A3.9
ce17129 Y19D10B.7 F15E11.13 DIP:25699N
ce19389 C24A3.2
ce17124 B0478.3 DIP:25056N
ce17125 DIP:25078N C06A8.3
ce17126 C50B8.4 DIP:25273N
ce17127 Y52B11C.1 DIP:25381N
ce17120 C05E11.6
ce17121 Y67D8B.5
ce12402 Y40H7A.4
ce17123 F53A9.3
ce3641 T06H11.1
ce7525 DIP:27228N ZK1067.3
ce3643 R05H10.3
ce3642 C14B1.10
ce3645 C52E2.5
ce3644 Y87G2A.1
ce7522 C08A9.8
ce7523 ZK40.1 DIP:26142N
ce3649 DIP:25663N F47G6.1
ce3648 EEED8.16 DIP:24711N
ce8619 DIP:24948N Y39B6A.11
ce8618 F14B6.3 DIP:24846N
ce8349 K08B12.1
ce7529 F16C3.1
ce6123 DIP:25313N
ce6122 DIP:25087N ZK822.4
ce6121 DIP:25073N
ce6120 B0432.5
ce6127 DIP:26654N Y54H5A.1
ce6126 DIP:26628N
ce6125 F33G12.4 DIP:26620N
ce2119 T21G5.3
ce2116 ZC504.3
ce2117 R166.5
ce6129 ZC449.2
ce6128 T26F2.1 R10D12.15
ce2112 C34F11.3
ce2113 T19H5.1
ce2110 K06C4.14
ce2111 C17G1.6
ce632 K10D2.1 DIP:26906N
ce6656 C25F9.1
ce59 R10F2.1
ce16988 T25G3.1
ce16800 Y37H2B.1
ce630 M79.1
ce18465 Y32G9A.2
ce526 Y80D3A.8
ce631 C35C5.6
ce636 R02F2.2
ce637 H06H21.10
ce8725 F53F1.1
ce634 Y37A1B.1 DIP:26188N
ce6209 Y54G11A.14
ce15284 C36C5.5 DIP:25605N
ce635 DIP:26318N Y51A2D.15
ce18466 F09E10.7
ce527 DIP:27375N F42C5.10
ce7519 T20B3.13
ce6526 T05H10.4 DIP:24903N
ce4428 K05C4.3
ce5694 F44F4.6
ce5695 Y39E4B.7
ce5696 T22B11.1
ce5697 F56A4.12
ce5690 ZK1320.9
ce5691 C34C12.1
ce5692 W09D12.1
ce5693 C17H1.8
ce18467 Y58A7A.2
ce5698 K05F1.5
ce5699 F31E8.5
ce7836 F44A2.5
ce7837 T04B2.2
ce7834 T21E8.4
ce7835 Y39B6A.22
ce4429 F07B10.5
ce7833 C26E6.12
ce7830 Y82E9BR.8
ce7831 T02G5.7
ce10860 Y32B12B.7
ce7838 F44B9.5
ce7839 Y59A8B.19
ce18169 C15H11.8
ce18168 R07H5.11 T08B2.4
ce10314 F13D12.2
ce10315 F55C5.9
ce10312 Y105C5B.6
ce10313 B0213.7
ce10310 Y5H2B.7
ce7510 VF13D12L.3
ce18161 W08E12.2
ce525 C47A10.1
ce18163 F10G2.2
ce18162 C18A11.1 DIP:25886N
ce18165 T28D9.9
ce18164 B0024.9
ce18167 ZK121.1
ce10319 DIP:26334N W03G11.1
ce16413 Y59A8B.24
ce16412 T09A5.6
ce11371 Y53C12C.1
ce16410 F35G2.3
ce16417 R12H7.5
ce2536 DIP:27287N
ce10543 T08G3.3
ce16414 F59C6.11
ce19690 F02D10.2
ce19691 H39E20.1
ce16419 Y116A8C.15
ce16418 C29F5.5
ce19694 T24A6.17
ce19695 Y113G7B.25
ce19696 C06E1.6
ce19697 C04H5.7
ce5470 W06E11.1
ce5471 F53B1.2
ce5472 T12A7.2
ce5473 F37A4.1 DIP:25151N
ce5474 T08D10.1 DIP:27253N
ce5475 Y54G2A.11
ce5476 C16B8.4
ce11538 C18B12.3
ce5478 C33G3.5
ce5479 T05D4.5
ce3259 T13H5.3
ce18345 Y105C5A.13
ce18344 Y19D10B.3
ce13467 Y17D7B.3
ce18346 F41G3.17
ce18341 C43H6.3
ce18340 C09H10.5
ce18343 W09G12.5
ce18342 DC2.4
ce18349 F57B10.10 DIP:24414N
ce18348 C30G4.7
ce19127 W04D12.1
ce18299 Y17G7B.1
ce4879 Y44E3A.4
ce4878 W01C8.5
ce4873 F35H10.7
ce7913 C01F6.4
ce4871 Y17G9B.3 DIP:25898N
ce4870 T06G6.3 DIP:25405N
ce4877 F21F3.5
ce4876 ZK1225.5
ce4424 DIP:26637N F52F12.3
ce4874 W02H5.4 W02H5.3
ce3080 B0464.6
ce17862 T22H6.5
ce10863 R102.6
ce11199 F22E5.11
ce11198 E02C12.2
ce11197 C32B5.5
ce11196 F19B10.7
ce11195 T12A2.11
ce11194 Y63D3A.2
ce11193 Y49F6C.4
ce11192 D1054.11
ce11191 C23H3.1
ce11190 F28F8.6 DIP:27501N
ce19747 K07A9.4
ce4425 Y71H10A.2 DIP:26982N
ce12954 ZC266.2
ce14416 Y44A6D.3
ce7764 C40H5.4
ce7898 C05A9.3
ce9051 F09C6.5
ce19125 F20D12.5
ce10949 Y6E2A.2
ce521 T04H1.4
ce11634 Y38A10A.4
ce6156 F38A5.2
ce6520 T08B1.3
ce4426 Y49C4A.8 DIP:27489N
ce8288 Y37E11AR.3
ce6837 C54C8.11
ce8289 C44F1.2
ce13203 C32E8.9
ce18962 R06B9.5
ce6157 F56A4.10
ce895 DIP:25874N
ce18676 W04A8.2
ce4427 ZK1053.2
ce11902 CE7X_3.1
ce12369 Y102A5C.9
ce13204 T02G6.7
ce15504 T02C1.2
ce15505 C18G1.2
ce15506 C29F5.7
ce15507 K07E3.8
ce12938 T13B5.6
ce13207 M01G12.5
ce4259 R05D11.1
ce4258 C28G1.1
ce4257 C37H5.9
ce4256 F16H11.5 DIP:26753N
ce4255 DIP:25627N C09G1.4
ce4254 Y97E10AR.4
ce4253 C44C1.4
ce4252 ZC190.6
ce4251 C36A4.8
ce4250 C56E10.1
ce19434 C04H5.8
ce14115 F08G2.8
ce14116 K06A4.4
ce19437 C27D9.2
ce14110 ZK945.4
ce14111 F26A1.11
ce19344 Y47D9A.3
ce19433 K10C9.1
ce9955 F28C12.7
ce12368 C09E8.2
ce19348 R12E2.15 R12E2.14
ce19349 F34H10.5
ce14118 F17B5.3
ce19439 C40C9.4
ce10017 DIP:26616N T03E6.7
ce4343 F56B3.7
ce1651 F14F9.3
ce13407 C25A6.1
ce17887 F35F11.2
ce6155 W01A11.1
ce17630 Y116A8C.42
ce4421 DIP:24609N Y48E1B.13
ce9954 F28C12.5
ce13142 F54D12.1
ce10016 DIP:26458N
ce15449 F35G2.2 DIP:25478N
ce15448 DIP:24361N Y71H2B.6
ce19121 F45H11.5
ce15441 W09G3.3
ce15440 F28F8.5
ce15443 T25C12.2
ce15442 K08H2.2
ce15445 C05C8.1
ce15444 C17B7.9
ce15447 F37C12.10
ce15446 Y102A5C.16
ce1203 F38E9.3
ce1202 DIP:26670N
ce1201 DIP:26635N T10E10.4
ce1200 F54F7.5 DIP:26072N
ce1207 F58G1.1
ce1206 F58E6.1
ce1205 C26H9A.1
ce1204 Y49F6A.1
ce1759 R144.2
ce1758 Y39G10AR.14
ce1209 C23G10.4
ce1208 C07A9.3
ce10011 C53A5.10
ce15682 Y51A2A.11
ce16458 F07E5.7
ce10944 K03H1.10
ce17885 F14D2.5
ce6153 F47D2.2
ce15993 Y38H6C.15
ce15992 Y59H11AM.4
ce15991 K06C4.7
ce15990 F21D5.9
ce15997 F01F1.13
ce15996 F58H1.7
ce15995 B0432.12
ce15994 C16C4.8
ce17259 B0281.4
ce10010 F58H7.8
ce15998 W10G11.2
ce19555 DIP:26525N C23G10.11
ce10064 Y39C12A.5
ce7759 T07F10.3
ce7758 ZK973.8
ce7753 F14D7.6
ce7752 T25F10.4
ce7751 DIP:26564N F58B3.6
ce7750 C46E10.9
ce7757 C30F12.5
ce7756 Y45F10C.3
ce7755 T26H5.8
ce7754 K03H6.1
ce14174 T20G5.13
ce406 F14F4.3
ce11177 ZC487.4
ce346 Y113G7C.1
ce10013 B0035.2 DIP:24486N
ce4569 Y105E8B.3
ce19554 F49C12.11
ce4568 M106.3
ce9759 C06B8.1
ce9758 T10H10.3
ce17904 C18H9.2
ce16775 F38A1.9
ce2004 C10F3.1
ce9751 C46H11.6
ce9750 Y9C9A.2
ce9753 T19H12.4
ce9752 Y37E3.10
ce9755 Y71H2AM.2
ce9754 Y54G2A.9
ce9757 F53B1.4
ce9756 C41C4.6
ce3982 DIP:26619N F08B6.4
ce11041 C17E4.9
ce3980 W08F4.2
ce3981 DIP:25055N R12B2.1
ce3986 F27C8.5
ce3987 F54D5.9
ce10012 F25E5.2
ce11592 F18A1.3
ce3988 W04G3.2
ce3989 ZK112.1
ce11043 W04B5.5
ce10941 ZK673.3
ce18909 C45G9.12
ce18908 C56E6.7
ce18903 DIP:27488N F12E12.6
ce18902 W02H5.1 DIP:25838N
ce18901 W03D2.3
ce18900 F53F4.1
ce13267 C04E12.7
ce18906 C18D1.3
ce6742 C18B12.6
ce11044 B0391.3
ce11047 T25C8.1
ce4349 Y53H1C.1
ce16454 C37C3.12
ce11046 C08F11.9
ce19550 B0547.2
ce17881 E03D2.2
ce19611 M03D4.3
ce16582 W09G10.5
ce403 C24F3.5
ce16889 T05A8.1
ce13120 Y49G5B.1
ce13121 F35E2.2
ce4772 C43E11.10
ce13123 W09B6.4
ce13124 T14G12.4 DIP:25543N
ce19551 T20B3.14
ce13126 DIP:26515N C38D4.6
ce13127 M106.5 DIP:26957N
ce13128 F45G2.1
ce13129 Y18H1A.2
ce3180 H14N18.4
ce5211 F46G11.2
ce3186 T03F7.1
ce3187 Y71F9B.7
ce3184 C25A11.2
ce3185 ZK688.2
ce2857 K10B2.1
ce7195 C06A6.4
ce2855 Y69A2AR.4
ce2854 F58G11.3
ce2853 D2085.3
ce6709 F59E10.1
ce2851 Y9C9A.8
ce13147 F31E8.6
ce11173 Y71G12B.10
ce6708 C08B6.2
ce13144 Y17D7A.2
ce2859 T02H6.2
ce2858 C44B7.8
ce6808 R10D12.10
ce6809 Y53F4B.15
ce13145 Y73B6BL.16
ce5871 ZK355.6
ce9989 C31B8.12
ce6800 C01G5.9
ce6801 DIP:24454N T09B4.9
ce6802 AC3.3 AC3.4 DIP:25806N
ce6803 C55A6.9 DIP:27306N
ce6804 D1044.1
ce6805 C26D10.2
ce6806 Y71F9AL.16
ce6807 Y18H1A.1
ce9801 Y54G11A.15
ce3455 C55B7.6
ce9803 EGAP2.1
ce9802 T13A10.13
ce3450 C42C1.11
ce3451 K09F6.9
ce9807 Y46D2A.1
ce9806 C27D6.8
ce9809 F55G11.4
ce9808 F55G11.2
ce13141 C05D11.13
ce3458 C01F6.6
ce3459 Y54G2A.20
ce3328 C14B9.2 DIP:25901N
ce3329 R166.2 DIP:26054N
ce13698 T15H9.2
ce19129 C04H4.1
ce8339 Y41D4B.9
ce13692 Y76B12C.4
ce13693 F48E3.6
ce13690 C01C10.1
ce13691 C02F12.5
ce18606 T28F4.5
ce13697 F26C11.2
ce13694 C49C3.15
ce13695 Y49F6B.2
ce2581 Y71H9A.1
ce2580 Y56A3A.32
ce2583 M02B7.3
ce2582 C54G6.2
ce2585 Y2H9A.4
ce2584 F20D12.3
ce2587 F26D11.11
ce2586 C18B2.5
ce2589 T07H3.4
ce2588 Y116A8C.32
ce4420 Y26D4A.2
ce10019 R05F9.10 DIP:27342N
ce18219 M01A12.3
ce18218 Y45F10B.15
ce11449 T28A11.15
ce9183 F32A11.3
ce11448 F31D4.1
ce10018 DIP:26758N ZK1037.5
ce18213 F55A3.6
ce10769 C55B7.11
ce10768 F35B12.1
ce10767 ZK228.6
ce10766 Y102A5C.32
ce10765 H05B21.2
ce10764 F47H4.11
ce10763 F40C5.1
ce10762 C09H10.7
ce10761 T09E11.1
ce10760 E04F6.13 E04F6.1
ce12705 C02A12.4
ce12364 F54E4.3
ce17879 W04A8.4
ce17139 K11B4.2
ce14479 DIP:26928N R151.6
ce14478 F43G9.5 DIP:25083N
ce14477 F46A8.3
ce14476 W08F4.3
ce14475 W08E12.1
ce14474 F46A9.1
ce14473 Y60A3A.23
ce14472 B0310.1
ce14471 K11H3.2
ce14470 F58E6.8
ce12611 Y54E10BL.2
ce12610 T28F4.1 DIP:27348N
ce12613 ZK652.9
ce12612 F36D3.4
ce12615 W09H1.6
ce13575 F27C1.2 DIP:26156N
ce12617 Y50D7A.9
ce12416 F42G4.5
ce6159 T17E9.2 DIP:24373N
ce12618 F55C9.10
ce13574 ZK930.6
ce12415 C17A2.7
ce17829 Y69A2AR.27
ce409 F59A6.1 DIP:26118N
ce4402 DIP:25447N C17G10.9
ce19038 K01A12.2
ce4400 DIP:25005N
ce4401 DIP:25085N
ce4406 T25C12.1
ce4407 F11A5.9
ce4404 F07A11.1
ce18759 C45B2.2
ce18756 B0205.5
ce18757 F14H12.7
ce4408 C55C2.5
ce4409 C35D10.7
ce18752 ZK484.5
ce18753 K09C8.6
ce18750 DIP:25991N C07B5.3
ce18751 F54B11.10
ce6664 Y48A5A.1
ce6665 C56G2.5
ce10109 T09F5.8
ce10108 F54D12.8
ce6660 T15H9.4
ce6661 T11F1.6
ce6662 Y67D2.2
ce6663 K08C7.1
ce10103 C09H5.4
ce10102 W10G11.10
ce10101 W10G11.9
ce10100 ZK262.6
ce10107 F47B7.7
ce10106 F15A2.3
ce10105 F28H7.11
ce10104 F44F4.5
ce3876 C42C1.2
ce13813 Y18D10A.11 DIP:25243N
ce785 AH6.1
ce3877 F10E7.9
ce9588 C01G8.6
ce3874 Y51H1A.6
ce17392 F41G3.4
ce5863 T01B6.3
ce5862 C43H6.9
ce5861 T21B10.2
ce5860 K11G12.3
ce5867 R06C1.1
ce5866 C45G9.8
ce5865 Y39A1A.9
ce5864 Y75B8A.16
ce3872 Y73C8C.7
ce5869 W04D2.3
ce5868 D1009.3
ce17720 F56D2.8
ce3873 Y53F4B.27
ce5493 H32K16.1
ce17721 R05D11.3
ce5027 C32F10.8
ce3870 T02G6.5
ce8276 DIP:27486N C10C6.2
ce9589 C46H11.10
ce3871 C44B7.3
ce17434 DIP:26796N Y51H7C.3
ce19035 T14C1.2
ce6826 AC7.1
ce17390 C14C10.7
ce17724 ZK546.3
ce2702 F22B7.10
ce9013 VC27A7L.1
ce17725 Y111B2A.28
ce6824 F11C7.3
ce4709 Y55F3C.3
ce8720 C13D9.2
ce6825 F59B2.9
ce831 ZK455.2
ce17880 C06G4.4
ce2707 M28.7
ce6823 C18H7.1
ce11550 F40H3.4
ce3878 Y34D9A.3
ce9010 C12D5.10
ce15588 W01H2.3
ce3879 F32A5.3
ce15589 F14H3.5
ce13453 Y48A6A.1
ce6134 F15B9.6
ce280 Y6B3A.1
ce15727 H02K04.2
ce10308 C15H11.4
ce10218 Y61A9LA.5
ce5739 F45C12.3
ce7158 DIP:26083N Y37A1B.13
ce4701 W07G4.4
ce5738 C13F10.6
ce9011 F31A9.3
ce12839 T06E6.11
ce15723 F43G9.9
ce15586 Y47D3A.31
ce5024 F07E5.6
ce17781 Y51H4A.21
ce16628 C54D1.2 DIP:26457N
ce16629 F49E8.4 DIP:26897N
ce5317 Y51A2D.13 DIP:25272N
ce15587 B0281.1
ce5311 F25H5.7
ce5310 C32A3.1 DIP:27387N
ce5313 B0001.8
ce5312 F27E5.3
ce16620 Y57E12AL.4
ce16621 C55A6.8
ce16622 Y17G7B.22
ce16623 T20D4.13
ce16624 Y97E10AR.5
ce16625 B0238.12 DIP:24509N
ce16626 DIP:25171N F20D1.1
ce16627 F29B9.6 DIP:25778N
ce4521 DIP:26605N C13C4.5
ce1891 W09D6.6
ce12838 Y38C1AA.12
ce10300 C47G2.2
ce1896 T23F1.7
ce4706 C27H5.4
ce5023 T10H4.10
ce10303 R08F11.2
ce1897 T23B12.4
ce13902 Y110A2AL.5
ce13903 T25D10.4
ce13900 Y51H7C.2
ce13901 F21G4.4
ce13906 T05A10.5
ce13907 B0432.13
ce13904 K05G3.3
ce13905 C15H11.7
ce6138 ZK632.11
ce13908 ZC132.9
ce13909 F13D12.3 DIP:24338N
ce12022 T04D3.5
ce6139 T22F3.11
ce4520 DIP:26251N B0310.5
ce9017 T10H9.1
ce8558 F47G4.7
ce5735 K07F5.6
ce4422 F52E4.1 DIP:25914N
ce5022 C40H1.3
ce9868 K10D11.2
ce19353 T02D1.7
ce19243 C06A5.10 Y76G2A.2
ce197 C46C2.1
ce196 F36D4.3
ce195 Y55D5A.5
ce194 T19D12.1
ce193 DIP:25340N K12H4.8
ce192 T23H2.1
ce191 F36A4.7
ce190 T08A11.1
ce9238 F32B6.3
ce9239 DIP:25451N H27D07.6
ce2360 ZC302.1
ce199 Y6B3B.1
ce198 R193.2
ce9838 C27H6.8
ce19741 T07A5.5
ce14446 C29F9.6
ce1416 DIP:26272N
ce1417 Y54E10BR.1
ce1414 C18E3.7
ce1415 Y71A12B.7
ce1412 F19H6.3
ce1413 C09B9.7
ce1410 F15A2.6
ce1411 T24B8.4
ce10677 F47D2.6
ce4522 F26B1.3 DIP:26785N
ce1949 F59F5.7
ce1418 T13C2.6
ce1419 ZK836.2
ce4184 B0511.14
ce7995 C11G6.3
ce9543 F23F12.4
ce19034 T07E3.2
ce7994 Y39A1B.1
ce266 ZK430.1
ce14447 F11F1.6
ce7997 R04F11.3
ce12057 K07C6.11
ce17576 W09G12.9
ce17575 F52A8.3
ce12054 B0250.5
ce12053 Y49F6B.8
ce12052 C32E8.5
ce12051 C51F7.2
ce12050 R03H10.7
ce9584 DIP:26445N H02I12.5
ce7991 F53B1.7
ce4525 T08B6.9
ce9547 Y39A3CR.6
ce9580 F21F8.10
ce9581 DIP:25329N W07B8.5
ce9582 Y53C10A.6 DIP:25925N
ce17578 Y48G1A.2
ce8091 ZK180.1
ce5457 Y17G7B.9
ce7993 Y54E2A.2
ce8090 Y39G8B.4
ce7992 Y49E10.24
ce8093 F21C10.8
ce18724 F32D8.9
ce11714 ZC47.5
ce8092 F28G4.4
ce4075 C14B1.9
ce4524 F08G5.5
ce8095 C44H9.7
ce10545 F36D1.3
ce13402 F13E9.6
ce7015 R11F4.3
ce5454 F28F9.4
ce8097 Y69F12A.1
ce14909 K09C6.6
ce14908 Y95B8A.4
ce14907 C06A5.2
ce19100 C44E4.6
ce14905 F23H11.1 DIP:27274N
ce8096 E03H4.6
ce9406 Y18D10A.3
ce14902 DIP:24906N Y71F9AL.5
ce14901 DIP:24905N D1053.1
ce14900 DIP:24845N F55A4.1
ce4527 F17C11.7
ce15897 DIP:24739N Y32F6B.3
ce5492 H20E11.1
ce13749 Y14H12B.1
ce4423 DIP:26221N
ce5455 F25C8.2
ce7322 F44C8.8 DIP:26488N
ce7323 F23F1.8 DIP:26662N
ce7320 F38B7.3
ce7321 T16G1.2
ce7326 T09E8.4
ce8186 K10H10.3
ce7324 T25F10.6 DIP:27445N
ce7325 F58E1.12
ce16369 Y66D12A.7
ce7328 T01E8.4
ce7329 ZK666.6
ce11716 M03B6.4
ce15893 F58D5.2
ce6321 Y32F6A.5
ce6320 F35C11.5
ce6323 F54D10.9
ce6322 W04C9.3
ce6325 R06B10.5
ce6324 C30F12.2
ce6327 C18H7.4
ce6326 M05B5.1
ce6329 T21G5.5
ce18586 F15E11.12
ce5452 W05E10.1
ce12426 T06E4.6 DIP:27003N
ce17107 F44E2.6
ce17104 C06A1.6
ce12425 F36G9.11 DIP:25679N
ce12422 W04A8.5 DIP:24873N
ce12423 DIP:25536N F21D5.6
ce17100 Y55F3AM.8
ce17101 C30E1.7
ce11711 F07C4.3
ce17941 F10D11.3
ce11887 K01G5.2
ce17108 C04C3.7
ce17109 F56H11.2
ce4991 C44B9.5
ce8098 Y48G9A.3
ce11886 F19H8.2
ce18406 K02A6.2
ce16361 K08C7.6
ce5453 DIP:25575N ZC482.5
ce16360 K03H9.1
ce3669 F38A5.1
ce3668 F32A6.4
ce11883 ZC513.8
ce8369 F47B3.7
ce8368 T25E12.9
ce3663 C25E10.3
ce3662 C50D2.2
ce3661 DIP:26941N Y116F11B.12
ce3660 DIP:26408N
ce3667 T02C5.3
ce3666 K09B11.5
ce3665 R03G8.1
ce3664 W03G1.7
ce2138 F11A6.1
ce2139 F45E12.2
ce6499 DIP:25683N W10C8.2
ce6498 DIP:25388N K02F2.2
ce3586 T02G5.9
ce9145 F26D2.11
ce6493 Y82E9BR.12
ce6492 F18A1.2
ce6491 Y39B6A.33
ce6490 Y105C5B.3
ce6497 W06D4.1 DIP:25145N
ce6496 F59D6.4
ce6495 F57B9.10
ce6494 T11G6.4
ce10884 T01D3.4
ce18813 Y73B3A.2
ce11713 F32B5.8
ce17947 DIP:25177N C13A10.2
ce11839 F13E6.5
