F1PX62	F1MZA9	D3ZV26	A2BED8	Q96II8
J9JHI1	E1BAT4	D4A6G2	Q91VW3	Q9UII6
E2R8S3	E1BPD9	D3ZDE7	Q8C963	P49590
F1PXU7	Q5E9R1	D4ACD3	G3UXC7	Q7LBE3
E2RG79	Q17R07	A0A140TAG2	Q8BHY3	Q8N5M4
E2RJX6	F1MMA8	Q91Z84	Q9ESQ8	Q8N4Y2
E2RBF0	A0N0X6	Q1PS21	Q6KAP1	Q8N126
E2RBK5	Q32L15	D3ZF26	Q3TKY6	Q9NS87
F1PHD9	A0JNI9	P58821	Q3URV1	Q9UDV7
E2RRY2	E1BK08	F1M084	A6H6S0	P63241
E2QS43	F1MCY0	P10111	Q9D548	Q99677
E2R5C8	P29104	P50235	Q6UL01	Q8NCI6
F6Y6B4	F1MUK4	G3V9S9	Q6P1Z5	O15553
F1PMU4	Q05KI7	Q5M963	P38533	P14316
E2RBQ3	Q08DV0	M0RDM1	E9Q414	Q9Y2J0
E2R170	F1N3K4	Q5PQS4	Q6A070	P13591
F6XEN7	Q863D4	Q9ET09	A2A520	Q7Z5L9
F1PBU7	Q32PI0	O35531	Q8BQZ8	Q92624
F1Q3M0	F1MJI9	Q9R1M3	Q9D8B7	Q6PJQ5
F1PNX9	G3N3D3	D3ZYL2	Q61488	Q9Y2S2
E2QT84	Q32L75	F1LW70	Q9D1J3	P62278
E2QWW4	E1B7Y0	B5DFF2	Q8BIS8	Q9NR80
J9P5I1	F1N1K4	Q3B7L1	Q3TMX7	P20290
J9P4Y5	E1BBK6	Q99MF4	Q8C0L6	Q7Z5A4
F1PG82	F1N369	G3V8C1	Q8C3K6	P08254
J9NSA8	A2VDQ4	P36364	Q6ZQF7	Q9Y2J2
F1PXM7	A6QP03	D3ZLS2	Q8R502	P20036
F1PYC2	E1BEB4	D3ZXG2	Q921R8	Q96JH7
F1P7Y6	Q05B57	O70593	Q6ZPI0	O14543
E2R3I6	G3MZL7	G3V8F3	P49443	Q9BRX9
F1PPI9	Q5E9E7	D3ZWQ6	Q91XZ8	Q8IZC6
E2R1B4	Q32LE7	F1LUC0	Q3TJB1	P22415
F1PIW4	E1B9I1	E9PTS6	Q9CZP3	P21912
E2QS67	A6QNQ7	F1LYJ8	Q8BKU8	P51606
E2RBM4	Q1JPA0	P97884	Q9D1Q4	Q75KN0
J9P0K1	A5PK88	A0A0G2JVF0	Q9NWG9	Q9HA90
F1PTA3	E1BMD0	D3ZCC7	O08762	Q9UKA8
E2R8Y5	F1N1Y9	P31325	Q924C6	P43364
F1PVU9	F1MY18	P30919	Q9D516	Q9BWJ5
F1PZC3	P08220	Q5XIA8	P50431	Q86XR8
F1P7E6	A3KMW0	Q3B7T6	O35855	O14544
E2RNL8	E1BII8	Q6UE39	Q8CHC8	Q13428
J9NT73	G3X6A2	A0A0G2K6E5	H3BK33	Q14683
F1PUG1	F1N310	Q68SB1	Q6P1E8	O43602
E2RQ32	E1B8M5	P61354	Q8BR37	Q7L7L0
J9P1T5	F1N5E9	P18666	Q9CQ44	Q9BQ24
E2RNC0	E1BMK1	D3ZGM0	Q9Z1L4	P12314
J9NWE1	Q1LZE6	Q80W98	Q9CR27	P56524
J9NZ55	Q0VCP9	Q5XFV8	A0A140LIY9	P01189
E2QSP2	E1BDA8	F1LVF9	Q9EP78	P08758
E2RCU6	E1BIH1	P20651	P97288	P24522
E2RNF9	F6QDM0	Q9JLH7	Q61137	Q5SXM2
F1PYA2	Q29RI0	D3ZU83	Q9DB34	Q9BZ29
E2RSE6	E1BLG9	Q68FX6	Q6P6J9	Q7Z6E9
E2RCV8	F1MBD2	M0RBQ5	Q99LX8	P16066
E2RJL8	Q2KI36	D3ZQW3	Q08AT1	Q9UNY4
F1PEI3	G3MWV5	P17764	Q60793	Q9Y3U8
F1PKV8	E1BFX7	D3ZTD8	P22907	Q12979
F1PER7	Q0P5D3	P04692	P15066	Q8TE73
F1PXS3	Q3ZBJ3	D3ZVM9	B1AXP6	Q9NR82
F1Q013	Q17QZ2	A0A0G2K9K6	Q80Y20	Q8IWF6
E2R3Y5	E1BJT5	Q920R3	Q9JJY3	Q5JS54
F2Z4P1	Q3ZCE2	P62260	P97310	P62820
F1PGX0	G3MYR4	D3ZIG8	Q6X6Z7	P41182
F1PHG2	B0JYL2	D4ACA1	Q3UH60	A6NFS0
E2R680	E1BLU8	P26772	A0A140T8W1	Q96CM8
J9P421	E1BM99	Q02527	Q9CZZ8	Q16609
F1PHI1	F1MS02	D3ZPX3	A0A1L1STX8	P24468
E2QT78	Q2T9X3	D3ZD40	P37804	Q8IWC1
F6XRF4	F1MHP0	D3ZGQ0	A2AUU0	Q8N370
J9NVD0	A6QR02	O08730	J3QMY9	Q92772
F1PP53	Q1JQC7	D3ZDS2	Q711T7	Q96GP6
E2R1A2	F1MWQ1	F1LWN7	Q920A9	Q496Y0
F1PZL2	P20000	D3ZQ57	P84096	Q5T4W7
F1PWU5	Q9TUJ0	D3ZPE2	F8VQB8	Q96RV3
Q5D0K2	P11541	M0R5D7	Q9Z0F5	O43617
F1P601	E1BHE1	F1M1Y0	O35239	Q9NUJ3
F6X6J3	A4IFN8	Q9R0T3	Q91WJ7	P61086
F1PIZ2	A6H7E2	D3ZQ41	Q8CGF1	P35270
F1PB37	G3X6W9	D3ZMR1	D6REU8	Q5VY43
E2RKS7	F1MV59	Q66HB3	B1AVK5	Q2VIQ3
E2QY50	F1MD96	P01322	Q5DU57	Q6JBY9
F1PLQ3	F1N2J8	P50904	Q8CIQ7	Q9BTN0
J9NZD2	P50397	D3ZS15	Q7TPN9	P07437
E2REX1	Q32LK2	F1M9S7	O54904	Q4LE39
E2RQ71	F1MC44	Q6AYK9	Q7TS55	Q99633
F1PNT8	F1MPB2	Q9WV25	Q61191	P46781
F1PN23	A7MB67	F1MAN8	P62077	Q96RG2
E2QZU4	E1B8W1	B5DF07	Q3UZD5	P14415
J9P7N5	F1MK95	F7FF05	Q75VT8	Q5VVH5
F1PPG8	F1MSW8	E9PTK4	F8VQK4	Q14154
E2RHB9	A5D7R1	F1MAK0	Q8C0V1	Q14190
J9PAJ2	Q5E9U3	Q8R5M4	Q7TPG8	Q99586
J9NVD6	G5E6J4	P13444	O54832	O94772
J9P580	A4IFS9	P07953	P08101	A4D1I1
F1PKX8	F1MR99	D4ACQ1	Q62150	Q9ULV5
A0A1W2NC67	E1BE28	F1M1Y4	Q91WD8	Q9UI32
E2R9K1	Q3SZ17	Q62824	Q9DCS2	Q96QH2
J9PAW6	F1MZR9	Q5PR00	P16390	O14578
F1PC61	P0DPE2	Q8VH49	Q8BI55	Q8IVW4
E2R3I0	G5E5Z7	Q66H23	P11033	Q5VUJ9
E2RM47	F1N5Q6	Q6X782	Q8R2M7	P34096
E2RS09	F1MC29	F1LZ81	P32883	Q8N441
F1PEB7	G3MWS4	Q9WTV5	Q923D2	P78543
E2RJ74	F1MH63	P55018	A6PWD2	Q5SYE7
J9NV68	Q28852	O35824	P38649	P05413
F1PPQ6	A4FV21	A0A0G2JXQ2	Q9CYF5	O15551
E2R8M0	F1MTX1	P07861	G3X9Z0	P17252
E2RJX8	F1N5K4	Q64289	Q8VCV3	Q15772
J9NUE7	F1N0S5	A0A0G2JTA1	Q03141	Q8TBB1
A3RLE1	A7MBJ1	M0R983	Q8CGV4	Q9UHP6
J9NRF6	E1BB16	Q04970	P14483	Q9HBH7
F1P949	E1BKD2	G3V8P3	Q80V03	P05496
E2R7A5	B9UM28	B4F7C5	Q8R4Z6	Q6ZMJ4
E2QUD7	E1BEH9	D4AD99	Q9JIL4	Q9Y5W5
F1PC83	Q2KJ55	F1M9D3	Q9QYY7	A8K979
A0A0A0MPA9	Q2HJ67	A0A0H2UHV3	Q3TF40	P17021
Q68CI2	E1BHI9	D4A0E3	Q8BM89	Q9BQ15
E2RAR4	F1MX80	B0BN55	Q9CQV1	Q5H8A4
E2R5Q2	Q0VCY4	P21769	Q01339	Q9H3H9
F1PGV9	Q5EAD0	D3ZE86	P58064	Q8IW50
F1PXE8	Q95M77	D3ZP15	B2RQL2	Q8N4I8
F1PL46	E1BPH8	F1LPG9	Q8K154	Q8IVN3
F6V049	F1MNG0	D3ZSK6	Q9CR98	O00624
B1NLQ8	Q0VCZ4	A0A0G2K5G5	Q3UHL2	Q9Y221
J9P3Y0	E1BGH1	Q62924	A0A0A6YW14	Q96P71
F1PPD0	F1N0F2	F1LTJ5	Q9Z207	P24928
E2QWQ7	P03887	Q9JJI5	Q8BJS8	Q9H0N0
E2R7Q9	E1BB01	Q5U1Z8	Q9D2C6	Q8WYE6
F1PRQ8	E1BKQ2	F1LWB9	Q3UQ28	Q86UQ0
E2REA2	E1BJV8	G3V949	E9QKE4	Q9BPY1
F1P978	Q5MD61	A0A0G2JXD9	Q91V88	Q9H4I0
F1PMY6	F1N6Y3	D3Z8B0	Q8R1B5	Q9UJD0
F1P774	E1BEA5	Q6RIA2	O08804	P17023
F1Q234	E1BGI0	G3V782	Q6UJY2	P51530
J9PB91	E1BF67	D3ZF56	Q8VCC2	Q9Y625
E2R9D0	P20237	D3ZT68	Q9DBA8	Q9Y2H9
F6UTD7	Q3ZBV4	Q6AYQ6	Q8VI16	Q8TB45
E2RKL5	F1N524	Q5U3Y8	Q8CGP0	Q96TC7
B6F0U1	E1BA72	D3ZIQ9	Q80W39	Q5VYP0
J9P9W2	Q32LB4	D4A518	Q8R138	Q86V48
F1PY02	Q2KID2	A0A0G2K392	Q8C6E0	Q86VZ6
E2RS42	F1MDL1	D3ZRH6	G3UZ39	Q13315
F1P684	E1BHH1	D3ZG86	Q78XF5	Q9P2N6
E2R7H1	G5E5C7	D3ZD48	Q0KL01	O00267
E2R7I5	Q02380	F1M6C4	Q8BGX7	Q8TAP8
E2RJC1	E1BP88	P80203	G3UYL9	P09172
J9NYV2	F1N443	P09034	Q6PDY0	P05141
J9NSZ5	F1MIB7	Q5RJS2	Q9CQA6	Q13243
F1PNV7	A5PKH5	D3Z955	Q8BKY8	O14798
E2RM55	A4FUY5	D3ZLE2	P49749	A9UEZ6
E2RT02	F1MGH8	F1LNX4	O55188	Q9NPJ1
E2RIY9	E1BP75	D3ZFL6	O08736	P80303
F1Q403	Q17QZ4	M0R4H5	P63054	Q9Y2K5
E2RFY1	F1MGW8	G3V6A0	Q8VC04	Q9C0K0
E2RMU2	G3N258	Q7TQ70	E9Q3C1	O60832
E2QYW3	G3MX47	A0A0G2K9X1	Q6ZQ11	Q9BXA5
E2RID6	Q2KI30	A0A0G2K5C9	Q61468	A2RUQ5
E2QYL2	G3MZ45	P50572	P52840	Q8WVR3
E2RS63	E1BM34	F1LQE2	P70297	Q96IS6
E2RAF3	P14769	B0BN13	Q6P243	O95872
F1PDK6	F1MBU5	D3ZZT6	Q69ZX8	Q8TD23
E2RPK1	F1MPV2	Q62799	E9QM99	Q8N5C8
F1PS77	F1MRI0	Q5PPN0	Q8BGS2	O14512
F1PSN8	E1BNX1	M0R6E4	P27467	Q8N4U5
J9NRT1	E1BNN9	G3V915	Q8BVZ5	Q9BXS9
E2R7J5	G3MXF1	D3ZAN6	E9PX29	Q9BUL9
E2RE84	A6QQF6	Q6IFV6	Q6WKZ8	P50542
J9PAI1	E1BM11	G3V9N0	O55026	P09913
E2RE99	Q0VCT3	O08700	P28028	Q9H8V3
F1PAS5	F1MPX5	D3ZLC6	Q810K9	Q01860
J9NS02	P07926	F1LPJ0	Q8BXN7	P11150
F1PH05	F1MP08	G3V8L4	Q9D1T0	Q9Y5V3
Q1AG03	F1MC26	B2RYV8	Q9ESN9	Q5SXH7
J9P315	A4IFA2	Q62920	Q5SW45	A6NHR9
J9NYA9	A6YT15	D3ZKE2	P48794	P63164
F1PDZ9	F1MBT5	Q2IBC6	Q8BMK4	Q6ICH7
F6V6H9	Q3ZBI0	Q5U211	Q2TA50	Q96G61
E2QZV5	Q08E45	Q5XFW4	P11881	Q9P2K9
F1P8Q6	E1B8H8	P34080	Q921W7	O15021
E2RR64	F1N6L6	D4A3I4	Q8R346	Q9UHJ9
J9P545	Q58DS7	Q6XUX2	Q91YX5	P43246
J9NWW0	E1BPJ7	F1LPK9	Q925D8	P22830
E2RFJ5	G3MZN3	G3V9V6	Q2XU92	Q2M329
F1PW14	Q3T135	D3ZQK8	Q3TTI8	Q9UBY5
E2RR32	P34974	G3V627	P01660	Q96M96
F1PT29	Q0VBZ6	F1M7L9	Q62186	P09228
J9NY29	F1MVX2	E9PU11	Q9Z1Q5	Q8NC69
F1P8G0	F1N5A4	F7F557	Q9ESG9	P55291
E2RE23	F1MII5	Q6MG82	P70193	Q53R41
F1P650	F1MRM9	G3V8D2	Q9CXA2	Q16763
E2RN57	G3MWZ3	Q80Z26	Q9Z2B3	P80297
E2RGK2	F1MBS9	D3ZSB7	Q5U430	P22626
E2RAP3	F1N4L1	E9PU35	Q9JHR9	H3BPM6
J9NZV1	F1MFG9	A0A0G2JTR6	P20801	Q13370
E2QWL0	A6QR18	P84039	Q3V2J9	P84996
F1Q4G6	A7E2Z9	P84586	P51569	Q12999
F1PSC7	E1BNC6	B0K010	D3Z5B4	P40259
E2RD82	F1N4H9	D3Z8Z4	P97430	Q00888
F1P5Z8	F1MTV3	D3ZAL8	Q78T81	P36544
E2RJR7	P00974	D3ZQX4	P49891	Q13304
J9P8U3	F1N304	D3ZHD1	Q99KG5	Q92844
F1Q0Y7	F1N6R8	J3KTS0	O54984	Q9HAZ1
F6Y4X7	Q2TBQ0	P62078	D3Z4Z0	P46939
F1P981	F1MHX3	Q5RKJ1	Q3UJC8	P16444
F1PKS2	E1BMH4	M0RBS9	O70475	O75438
F1Q302	F1MVI4	D4A768	Q3U4C5	Q96RT6
E2R7Z6	Q5E9Q0	B0K034	P53368	A1XBS5
F1PZL3	Q17QK3	Q9ERE6	Q9Z1Q4	O43548
E2QUQ7	Q1RMS4	Q9JHU6	P43027	P43627
F1Q436	Q0VBZ5	B1WC74	Q921X6	Q8WYD4
J9P162	F1MBE9	Q6AYA2	O08532	Q06547
E2R0P5	G1K180	D4ABT4	Q61006	O14841
F6XLF1	B2Z4B4	F1LTN5	Q3U7B3	O60844
J9NYP6	F1MPR0	Q6V7V2	Q8BVF4	O94898
Q8SPQ9	E1BB02	Q62762	Q3V0C5	P31153
F1P8U4	E1BFI8	A0A0G2KAX1	P32114	Q8TCP9
E2RDX0	A6QR11	Q9R0R3	P52189	Q9NP73
E2RLR8	Q3T0H0	D3ZUN5	P97873	P01019
F1PCG7	Q3T0R1	P17105	Q811L5	P00439
E2QWG6	Q9TQZ3	Q64548	Q91ZN5	O00482
F1PQR0	A7MBF1	G3V8M4	Q9ESJ1	Q8WTQ1
F1PLI2	F1MRJ5	P05708	Q8R3U1	Q9NV56
F1PZG1	Q27979	O55007	A6X919	Q92911
E2RG07	Q5EAE3	P04640	D3YVV3	Q15109
J9PAN8	Q2KIH8	D3ZLU0	D3Z7X0	Q9NYL4
E2R3K9	E1BDY3	Q8CFC9	Q91ZU9	Q96LZ2
F6V1Y9	E1BEJ7	B2RZ32	P30935	Q8N344
E2R5K7	F1MAV0	F1LXU0	Q8R2Q8	Q8TDI0
F1PB44	F1MU82	D3ZRM3	F8VQ23	Q6IA86
E2QW15	E1B8T0	A0A0G2JVC4	Q99KC3	Q8TD84
F1Q3A0	E1BPM9	G3V7B4	P35461	Q8IWT3
F1Q2N3	F1MTP8	Q7TQN8	Q8VCC9	P60901
J9P9C6	P84080	P32089	Q99NA9	P39023
H9GWF4	G3N1H1	Q62718	Q9CSM4	Q9HCE5
F6XLP1	E1B8Y0	Q6IMF3	P15388	P78325
F1PD34	G3N2A1	M0R4A0	Q3TT66	Q9UIW0
E2RNX7	Q0VCN6	Q5I0J5	Q3UQZ7	P22001
E2R102	P62248	A0A0A0MP78	Q91VH6	P49588
F6XFB6	F1MQ74	F1LV10	Q7TQP2	Q01543
E2QSW8	F1MFP5	M0R9H7	A0A1D5RLV3	Q9UKZ1
F1PWF4	E1BP93	G3V631	O08914	Q8N6N3
J9NVQ6	G5E6S8	Q501W2	G3X952	P78382
E2QY09	E1BH64	G3V8J8	Q9WUG7	P09016
F1PEQ5	F1N0Q8	Q2M1K5	B7FAT8	P35070
E2R5G7	A3KN30	A0A096MJV6	G3X9N2	Q9H1P3
F1P6A1	Q2TBX6	P49616	I7GPR1	Q96C45
E2RED9	F1MMB0	Q3B7V5	P53811	Q68DG8
F1PVY5	A3KN55	D4A4Q3	P01820	A0A0S2Z4Y8
F6UY11	G3MWM5	G3V8A8	A0A0R4J0P1	Q9HA47
J9NS04	Q58DA5	Q5PQJ6	Q3V1Z0	P14207
E2R058	A0JNK5	D4A7Y9	Q9Z123	Q96DC9
E2RM87	Q8MJ87	Q9EPR9	Q9D8L4	B7ZLH0
F1Q3U2	Q32L96	Q4FZV0	Q8VCX2	Q96GD0
F1P7K8	F1MYZ7	A0A0G2K046	Q8BYG9	P35968
E2RKC5	G3MZJ4	F1M975	O35457	Q13285
J9P360	E1BIJ3	Q5EBA7	E9PW10	Q9UKJ1
E2QTV7	F1ML45	Q66H35	Q8CIZ8	P23435
F1PKY9	Q2HJ58	F1LSQ0	Q8CDB0	P12235
F6XBK9	Q5E9G7	P36372	Q9DB94	Q8TE67
F1PCC1	F1MUW5	F1LRN5	Q9JIY5	O60506
F1PS09	F1N1G4	D4AE95	O09101	Q9NUQ7
E2RBM5	Q58CT4	A0A0G2K2S1	V9GXQ2	Q9UMP2
F1PEG6	Q3ZBB6	Q6AXN8	Q80TS5	Q9P0J0
F6V3D2	F1N4E2	B2RZ79	Q9D600	Q9P2E8
F1PM89	F1MCI2	M0R8J3	Q8VCE4	Q9BPY8
E2QZ47	F1MXX8	D4AE48	A0A0R4J0T9	P55290
E2RAV2	A3KMV6	Q9JMJ4	O35286	Q9Y3P4
E2R906	Q5GLH2	P08010	Q8BYJ6	Q8IX29
E2R9P9	P07471	G3V865	A0A0R4J0D5	Q14118
E2R240	F1N3H4	D3ZPG6	Q5GAM7	P55289
E2R0Y5	E1BP17	Q5PT50	P41778	Q6P474
E2RDX4	G3MY39	F1LPQ4	Q3UNB8	P15559
F1Q1M4	F1N440	D4A4R9	A4Q9E4	A1A4V9
F1PZE6	F1MIJ1	G3V9G8	Q922R0	Q9Y6H6
F1PE55	A6QQX5	D3ZIM0	Q5HZG9	P48163
E2RKU1	F1MC84	Q5RLM2	Q61483	Q9Y2U5
F1PP37	E1BM60	Q9Z2P4	Q0VF22	Q9BYV6
E2RFG7	F1MK91	P11962	P49586	Q8NFA0
F1Q0B4	E1BIL3	D3ZJQ8	Q61467	Q9H5V8
F1PEQ7	F1MWG3	P05370	G5E852	P49917
J9NYN1	F1MAU4	Q5PQS6	Q7TQE6	Q6P2E9
E2QV00	P82669	A0A0G2K449	Q8CI70	Q6UWX4
E2RT47	Q2KHX7	Q3T1L0	Q9Z138	P20226
E2RLB1	E1BI42	A1A5R7	Q8VE94	Q16394
F1PMU0	E1BAX6	P62853	Q924X9	P28336
E2RKS9	Q2TA45	F1LPC5	Q80UK8	Q96GT9
F1PPU9	F1MJ23	Q9ES38	F7D6J5	Q6UW60
Q28300	F1MNU5	F1M987	Q8C7E4	Q99453
E2RS77	A7MB25	A0A0G2K605	Q9DBT9	Q08AF8
F1PPY4	Q5EA77	A0A0G2JT62	Q69ZQ1	Q92764
J9NWX9	F1MWS3	Q4QQW3	E9Q5M6	O60231
F1PE00	Q2NKU8	G3V933	Q9JKD3	P49441
J9NV00	F1MX60	Q6PDW6	Q6IR41	Q6UVK1
F6UVT9	E1BJA5	Q6AYB1	Q9CWZ3	Q8NI08
F1PMB3	A7YW30	F1M1R4	Q8BG21	Q92535
E2RJ45	E1B9Y6	D3ZB96	Q9D4E6	Q12907
F1PE09	Q1RMS2	E9PTC3	Q8K4P1	Q5T7P8
F1PF17	Q2KJJ9	D3ZXL5	Q9CZT6	Q8NEX9
E2QUR0	F1MBK3	O35511	P70670	Q8IWG1
F1PR34	G3N3M4	D3ZXD2	Q3B7Z2	Q05925
E2RCN6	F1MM29	A0A0G2JSQ2	Q3UW41	A6ND36
E2RLK0	F1MZE7	A0A0G2K8N1	Q925N1	Q8IUR5
E2R9P0	E1BPS0	E9PSV7	Q08ED0	D6RGH6
J9NTS8	E1BAK0	Q8CGU9	E9PWB8	P58397
F1Q1G9	Q2TBG4	Q4KLY0	P48428	P59998
J9PBN3	E1BI86	P46413	G3X9J4	Q9UL15
J9P2J3	E1B8E6	P0C0R5	P59279	Q504Q3
E2R3V8	Q58DD0	A0A0A0MY02	E9QAE1	Q6GMV2
J9P4N7	G3N3U5	D3ZJN9	Q2YDW7	P56748
J9NRY4	F1N118	Q2TGI5	Q3UGX2	P48052
F1P8K1	F1MYM5	D4A3R0	P58459	Q9NPJ8
E2RPW5	A2VE74	Q9ERL1	Q8K221	O75044
F1PI97	F1MW34	D4AC81	A2ASM7	Q92609
F6XWQ1	Q17R01	G3V6K7	Q9D083	Q8ND90
E2RFK4	P15781	D3ZRG3	Q8C541	Q8N5Z0
E2RA30	E1BIT4	A0A0G2K014	Q9ERH7	P60468
E2RN56	E1BHZ2	A0A096MJP9	P58389	Q9UP52
F1PJ00	A5D798	A0A0G2K3B0	Q62010	A1L020
E2QZ04	F1N754	P48807	O88379	P0DN78
E2QZJ3	E1BEG7	Q6AYH8	P17665	Q9BSV6
E2QUR2	F1MU08	Q920L2	P10126	Q96BX8
J9P9R6	E1BB53	D4ACN8	Q7TNI7	Q96SK2
F1PMU3	Q56JU9	P25113	Q8CHK2	Q96S65
E2RF12	F1MP22	D4A3G9	Q03717	Q13796
F6XUP8	E1BPW6	Q00960	Q91X05	Q14517
E2QW16	Q17QC2	A0A0G2K4Z9	Q9JI39	Q99615
J9NXR7	E1B7Q6	D4A4X4	D3Z6P0	Q9H6Y7
J9NS78	F1MQD9	D3ZYE3	Q9D7Z6	A0A0A0MQW5
F6V153	G5E5D1	A0A0G2JSZ5	Q8BU30	Q2Y0W8
F1PIB8	Q3T024	D3ZL83	A0A0A6YY25	Q9UN72
F1P721	G3X7C1	P85107	G3X8Y8	P0DMV9
E2R9I0	Q3ZCA2	O35814	P14733	Q09161
F1Q2R8	A6QQL5	Q5I0M2	Q8BKT7	P17735
E2RFK6	E1B7N3	P16067	Q61423	P53634
E2QY17	E1BKR6	P13386	Q8BKA3	Q8N9V7
E2R7Y6	Q3T075	Q6AY77	Q8BIH0	Q8IUA0
F1PVR0	F1MXS5	Q5M7A3	P49681	Q12882
E2RKU6	A0JNC8	P32301	Q8K003	O43914
F1PEJ2	P09487	D3ZMI0	O35714	Q5JXC2
E2R9W6	P30671	Q6MG87	Q9R1C0	Q13451
E2QXW8	F1MPJ3	D3Z9C0	Q8C7W7	Q8TD10
F1P7Q7	F1MGQ5	Q6AXV4	Q8BZM1	Q9NXF1
F1Q4D3	Q3SZ52	A0A0G2JYV7	Q8BJ37	Q9Y473
F1PZV0	F1MVD5	B0BNF0	Q8K156	A0A0S2Z4H3
E2QUI1	Q2KIX3	Q3B8P9	Q8R4Y4	Q7Z3B1
E2R0H0	F1MSR6	Q62623	G3X8Y1	R4GMW6
J9NY18	E1BFS5	P16036	Q8R151	O15068
E2RFE2	Q148M6	D4A3H3	Q8BGR2	Q9NXH8
E2QUV5	A4IFU5	D3ZUL2	O54990	A8MUX0
F1Q1F1	F1ME02	Q76IJ9	E9QAM5	Q8IUX8
F1PWQ6	G3N191	P63074	O54734	Q9NZN8
F1PHC7	F2Z4G3	Q64542	Q9ER69	P56182
F6PNK1	E1BK81	Q6AYX2	Q9EQX0	B2RTY4
E2QXL7	Q0P5H1	P0C7N0	Q3TDQ1	Q16769
E2RS21	P62739	A0A140UHW9	P63102	Q9BSA9
J9P7W6	A6QPA2	D3ZEA0	A0A0J9YVA8	O75072
F1PP26	Q865V6	P63012	P33242	Q9UJX3
E2RGQ3	Q3SYS3	P54275	Q8R0F7	O76027
E2R497	G5E6F7	D3ZUJ8	Q60664	Q9UJT9
F1PHV0	O97681	Q99PV2	Q9QZU9	Q66K80
F1PDW4	Q148F9	P20267	F6RT60	Q8NHX9
E2R239	Q1LZH0	F1LNF5	Q6PE87	Q6W6M6
E2RAL7	Q29RV0	F1LQ08	Q9DCJ7	Q8NFD5
J9NRX0	Q5E9K1	M0R7Q8	Q80VV3	Q9H9Z2
E2RRL8	Q0VCK2	A0A0G2JSK6	Q8BGV7	Q96KR6
J9P4Z1	F1N0D5	F1LN94	Q3URK1	P49683
E2QY23	A5D9D3	A0A0G2K0P1	P10085	Q9NYF8
E2RAR6	F1MUJ6	D3ZAR8	Q91V57	P04062
F1PBL4	E1BGC2	P84850	E9Q2C0	Q9H9P5
E2R0E6	A6QP44	O08725	Q8BMG0	Q9UBP6
E2QWM4	F1MTU0	F1LMM8	Q03145	Q8WTP8
J9NXK6	A0JNQ7	D3ZAG1	Q05AH3	O96024
F1PHX8	F1N7K2	M0RAK3	Q9D2X5	O15042
F6XY29	A5D7T5	Q9JIP0	E9PY46	Q66K89
E2RF31	Q08DI0	Q5RKL4	Q5SPV6	Q15021
E2RCI6	A0A140T8C3	Q6U2D6	Q64389	Q13615
F1PR80	F1MFT3	P70555	Q9CQ89	Q765P7
J9P4Q2	E1B754	Q62755	E9PVG7	P06702
E2R005	A8E4M8	D3ZUA0	Q3UQS2	Q8NGM9
E2RHU7	A6QNN0	G3V7K8	P48381	Q16698
E2RH73	Q2T9R0	Q6AXQ2	P70158	P32238
F1Q0F3	Q0VC77	M0R5B5	Q71UK0	P60412
E2R3J1	Q0P5L6	P97878	Q6XP49	Q9UF83
F6XE95	F6RIH1	A0A0G2JVD9	Q5HZK1	Q92831
F1Q149	F1N5D2	Q6GMM8	O54827	Q96NX9
E2R8C2	Q3SZB8	P22934	Q9JI76	Q9BZ95
E2RAP5	G3N218	D4A9G5	Q62395	Q8IU54
F1PF07	F6R352	Q7TP98	Q8CB14	Q9UI10
F1PV33	F1MWQ2	B0BND5	Q3UHC2	Q9NR22
E2RBR0	F1MD97	D4A5F4	Q9CPX4	O78189
J9NXE6	F1N4F7	P25110	Q14BU0	Q9Y2G4
E2RNP5	F1MIA0	Q07490	Q9DAY1	O94766
E2R0Y1	E1BJH9	Q924U1	Q8VCK1	O43392
J9P609	E1BLR4	F1LMA7	Q9DCP2	Q13049
F1PXC1	E1BHF6	G3V959	Q04863	O60684
F1PWF1	F1N2L7	D4A7K4	Q9D3J3	Q9Y4K4
F1PLN4	E1BJG0	B5DF80	Q6PEE3	O60783
F1PJK3	G5E5D8	B1H281	Q8VCQ3	Q9H1R2
H9GWC7	Q59A28	D3ZFQ1	D3Z5L0	A8TX70
F1PA84	E1BPV4	Q5PQS5	P35545	Q8IZL2
E2QW28	A5D7M1	D3ZGL5	Q9D338	P08559
E2RC75	Q17QD8	Q64591	Q5ND04	Q8N0X4
F6V8E4	A4IFK3	D4A7L8	Q9ESC7	Q96F85
F1PC13	A6H7F3	F1LN07	Q9D8C6	Q9BZ23
E2R0Z2	F1N1F4	D4A417	Q8K0C1	Q9BQ70
E2R591	Q17QR4	Q9QUL6	Q6Y685	Q5THJ4
F1PN69	Q17QV0	D4ABB3	O55013	Q9NP78
F6XB26	Q0P5B6	D3ZAR9	Q8C0E2	P41223
F1PAU7	Q2HJ68	D3ZU27	Q7TST5	Q05193
E2RQX3	E1BKH1	P24268	Q3UD82	P03891
F1Q225	A5PKD3	Q8VHX0	Q9JL99	Q9Y675
F1PC06	Q4EW11	P0CC10	Q99P65	Q9H0M4
F6X5G9	F1N1I9	D3ZBN0	Q8BUY5	Q5TEC6
J9PB66	E1BJ75	Q06C60	A0A0R4J0D3	Q95604
J9P150	F1MBF0	A0A0G2K1Z9	Q3UID4	Q9UER7
