E2R9K4	A6QLA8	P35739	P12023	Q5EBL4
F1PAG0	F1MAX5	M0R557	P56812	Q8IVL0
F1PZN2	D7R519	A0A0G2QC01	Q8BYR2	Q96GD4
F1P6R3	E1B988	O08950	Q61663	P55210
E2RM47	F1N451	Q920D5	Q9JHD6	Q7L311
E2RBA8	E1BAM5	F1M8Z6	P31324	Q8IUQ4
E2RDQ2	F1N777	D3ZKC5	Q501J2	P09017
F1PSB7	Q3SZ40	P32551	P24161	Q7Z5L4
F1PZH5	Q0VC71	M0RCX9	O88875	Q8TBY0
J9NYI6	F1MZZ8	D4A3V5	Q9EQM5	Q04609
E2RGP4	E1B8C2	D3ZLS5	Q3U3C9	Q8TBC5
J9P6V2	E1BPU5	P23358	P49282	Q9NPC8
E2R3V1	P07224	F1LX74	A0A0R4J0L1	Q9H4Q3
F1PIR7	F1MUI8	G3V7I7	Q8BGK6	Q9H4P4
E2RK42	F1N5U0	A1YKY4	Q6ZWS4	Q8TER0
J9NYP8	F1MUH9	A0A0G2JXY1	E9PV14	Q9UHE5
F1PZ20	F6RM11	Q5XI64	P33267	Q8N554
E2RH65	G3N0L6	D3ZZQ4	Q8BLG0	Q96LI6
J9P4X3	F1MCH0	Q5U316	P62492	O60832
E2RF90	F6R129	D4A1W8	Q60716	Q9H5J0
F6XFF5	F1N0S1	F7ENY6	Q7TMD7	Q99935
J9P0K4	Q2YDF1	Q63327	Q60629	Q13905
E2R4K9	Q0VBY0	D3ZSU3	Q91W45	Q8N9B5
E2R1Z1	G3N3K6	F1LSX3	A0A087WNR4	Q9UHC1
E2R942	P24275	D4A8L7	Q921R7	Q9UJT1
F1Q431	F1N7L8	Q6AXQ3	E9QLV1	D3DS95
J9JHA1	A6QLK2	Q8CIR5	Q91WZ8	P62258
F1PRV0	F1MNP2	A0A0A0MXZ0	Q80WQ9	Q14197
F1PTQ9	G5E5Z7	D3ZJ69	Q9WVB2	Q68DA7
F1PBJ5	G1K1R3	B0BN85	Q8BPB0	Q9NP50
E2R8M0	F1N2X0	D4A4P6	O09111	Q8NFM7
E2QY67	E1BNA4	A0A0G2JU85	P54099	Q5SU16
J9P9V2	Q3T0A0	Q6AYA4	P28078	Q63HM1
E2R5K7	E1BE25	P63170	Q9WVA3	Q71U36
J9NTY5	F1N5E2	P21571	Q3UU96	Q14943
F1PCK2	F1N4M7	Q561Q9	Q8CA04	Q8IXT1
E2RDH1	A4FV42	A0A0G2KAI3	E9QKB2	P52434
A0A1W2NC67	F1N6B7	A0A0G2K3H4	Q91VT4	P13164
J9NTG6	F1N3G5	Q811U3	P32037	Q5T0T0
J9NVW4	E1B7G7	M0R9C8	Q8R5B6	Q53G59
L7N0F0	F1MTG9	D3ZG10	O70274	Q14498
J9NWL0	F1N518	F7EKI5	O88448	Q8WUY3
E2RBD5	F1MJ18	Q63400	Q8BK30	Q8N9V6
E2RH44	A8NN94	D3ZJC3	Q8BHG2	P61960
E2RKP8	E1BKL9	D3ZTX4	Q8VGB4	P63098
E2RNQ0	F1N192	P54283	A0A0R4J0P5	Q8IZP1
E2RB08	F1N0R7	P97535	Q9DCM7	Q8N883
J9P908	E1BC01	F7FJK6	G3UYV3	Q8WVK2
F1Q3A6	A7MB61	G3V622	P59222	Q9P2K2
J9P800	Q0V7N2	G3V879	Q64368	Q53T59
E2R075	F1MM49	A0A0G2JSJ4	Q64705	Q13563
F1PID0	E1B9N9	P02634	Q8BHA1	P23942
F1P652	Q3SZV5	D4A9W0	Q8BIJ7	P20936
E2QUE2	F1MGV0	Q62925	B8JJ69	P22304
E2RLR8	F1MLN1	Q8K4S7	A2AQJ8	P01135
F1PK43	E1BF23	F1LQZ9	Q8VEH3	Q96AH8
E2RBF4	F1MZL4	P54256	Q8K1S9	Q9UJA3
E2RPU4	Q3T130	A0A140TAI2	Q9CQH0	Q13405
E2R8F3	F1MS77	F1LS19	Q9CWU9	P26367
F1Q1J8	G5E608	P02401	P11344	Q9BUN8
E2RI61	F1N1E5	A6N6J5	Q8BXJ8	B7ZLF8
E2RSW4	A4FV68	M0R9N9	Q99J36	Q9UKI9
F1P6Z2	Q29RH2	P63159	Q9QZN0	P01579
F1P9K6	Q5E9A0	D4A024	Q91X69	Q6ZMR5
E2R495	F1MZV6	O88181	Q922A2	Q92911
E2RPC0	E1BE13	F1M9Y9	O70400	Q9NRC8
D3YJ60	Q8SQG8	P60572	Q9ERK7	P01854
F1PY94	Q29RP3	B2RYB0	Q8C3X2	O14656
E2R0K4	G8JKV9	D3ZSZ3	Q3TUQ5	Q9Y6K9
E2RJQ7	F1N0A1	Q5M834	Q9JLI2	Q9UQD0
F1P6D9	F1MD73	D3ZLK2	Q8K1S6	Q96LM6
F1Q4C5	Q1LZ92	D4ADX8	B0V2N1	F6VUV4
E2RBY4	Q2KI47	Q66H69	A0A0R4J0G4	Q66K80
F1Q1A2	Q1KZG4	A0JPP4	Q8R4G9	B4DW97
E2R239	A6QQM8	D4A2M3	Q3U5H1	A8K0Z3
F1P7G0	Q3T0N1	Q9ESB5	Q99JW2	Q96BY2
J9P4A4	A0JN43	G3V6G9	Q3TMP1	Q8IWB7
J9P308	G5E5Q7	G3V696	Q3UZY0	Q13496
J9NRL6	E1B7J3	Q9JHZ4	Q3UKU1	Q8TEH3
E2QVP1	F1MFD4	Q6AY41	Q7TN99	O43674
E2QUM0	Q32KP7	F1LWF2	E9Q166	Q96CP2
F1PP63	H9KUU7	Q9WU74	Q91YM4	P20962
E2RBC8	E1BA50	Q8VHZ8	Q8CIW6	P16189
E2RE84	F1MNW4	B2GUY5	A2TJV2	Q6P2I7
J9NUE7	Q0P5B0	F1LNX7	E9Q286	O14757
J9P724	E1BCK6	Q63618	Q9QYC7	P03952
F1PUD1	F1MD84	B4F779	Q7TSK3	P50395
J9NVX3	F1MTV3	A0A0G2K2W5	Q64314	O76090
F1P7A9	F1ML49	Q9QWN8	Q9D136	Q99677
J9NTP9	F1MHH3	Q9QX74	A2RTS7	Q8WXI3
E2RAS7	E1BLF7	Q5HZW3	P63080	Q96EQ8
E2QU64	E1BBS2	Q6RIA2	O88987	Q92959
E2QZ12	Q32KS2	A0A0G2K951	Q9EPS2	Q9NUQ2
F1Q0U5	G3N2Z6	D4A5T7	Q9JLK3	Q96CM8
F1Q0I3	Q864V4	Q923V8	P01665	Q9H8X9
F1P650	E1B8X2	Q5BJS9	P35347	Q9NV29
F1PSS1	Q0VCQ2	D4A9D7	Q9Z1T2	Q4W5G0
J9P7E2	Q2KHU1	Q7TPK6	O88425	Q8IUH2
F1PDT8	F1MDM4	A0A0G2JTB5	Q9WVH9	Q9NX95
F1PZP3	Q2T9Y6	P19020	O89114	P78395
E2RFF5	F1N306	D4A8H6	Q62231	Q96SB3
F1Q3Z2	G3N146	F1M7G0	Q8K2H1	Q9HBH5
E2QZ98	E1BLU0	D3ZTZ4	Q9DAI4	Q9UHV7
F1PDN1	Q2KJ58	F1LNZ5	Q9JJE4	Q9BUY5
J9P795	E1BCI5	G3V670	Q9JLI6	Q9UP81
J9P265	F1MSG8	D3ZQQ1	P41164	Q96MC4
E2RDC8	F1MPK6	Q499R6	P58044	O95608
E2QRR1	F1MP13	G3V811	O89106	P36405
F1PBP9	E1BF13	M0R501	O35648	P30954
F6XSI0	E1BH77	Q6MG89	A0A1L1SU72	P48059
F1P7Y8	F1MWS7	A0A0G2KA77	Q920C1	Q9P2D3
E2QYR2	F1N547	Q8CF82	Q6P3A8	P55265
E2R287	E1BF57	F1MAA3	Q91YS4	Q15669
J9P454	Q17QF8	D4AAR7	P63078	B4DE84
F1P834	F1N439	Q5XIC4	A0A5E3	O75808
E2R222	Q0P5N2	A0A0G2JTR4	P59054	Q09013
F1PHB4	Q28043	Q9WTW8	G3X8X7	Q9NVF7
F1PR80	Q3T080	Q9WUL0	A2RSY6	O76040
F1PGZ8	E1BI23	D3ZXJ0	P00329	Q16836
F1P921	G3MZZ0	B1WC74	Q99LG1	P46199
F1PK10	Q2KIT5	P0C606	P35569	Q96SW2
E2QSZ9	E1BAP5	Q66H35	Q8R2W6	A1L453
E2RML3	E1B9Q0	D4A9F4	Q69ZN6	Q8TE60
J9P6H7	E1BP65	D4A221	A0A0R4J051	Q8N6I1
F1P6Y5	Q58CU3	M0R915	F8WGH2	Q68CQ4
E2RQ17	Q2KIA9	P29348	Q0VDY1	Q9Y5Y5
E2QYB7	Q0VCJ7	A0A0G2JWU8	P97468	Q9Y3P4
F1PQ52	F1N7Y8	A0A0G2K0P8	A1L3P4	A0A0S2Z3K0
F1PRF8	A0A140T843	O55007	Q9ESD7	Q9BQL6
E2RSX5	A5PJM4	D3ZD27	Q8R1B0	P01848
J9PA47	A6QPQ5	G3V7P3	A0A0J9YV20	P63167
J9P5Q0	F1MWX0	O08726	Q5G5D5	Q9NQZ5
F1PG57	G3N014	F1M8M1	P20801	Q9BX67
H9GW59	E1BIC9	D3ZW62	Q80VJ3	O95343
E2R6A6	F1MH00	W4VSR4	Q9Z2F7	P34896
F1Q1D9	F1N7A5	Q810F5	Q8BN59	Q8NA75
Q76LT7	E1BND2	D3ZWB2	P70662	Q9BQE3
J9NSZ8	E1BNP7	Q5HZE6	A1E2B8	Q92887
F1PV81	F1N205	Q9JKE3	Q3TB82	Q9HCU8
E2RT00	A5D7I8	D4A3U5	D3Z420	Q9NYW2
E2RQC0	E1B8K5	D3ZS21	E9PUD6	Q8N8L6
F1PIW3	F1MXJ6	Q5BJR8	Q9JHK5	O95477
E2R811	Q08E16	P29089	Q9QZN2	P32745
F1PXR3	A5PK37	B2RYM0	A0A1B0GSY0	O75526
F1PNV3	A5PKH9	Q4V8H8	Q61521	Q9H4Y5
E2RRD6	A6QLH1	F1LST7	Q99JT6	P05937
E2R0X5	P25930	D3ZZB2	G5E8G3	Q8TC84
E2RFY8	Q2YDE7	Q2IBD1	Q9JJG6	O75461
F1PLI7	F1MQF9	D3ZFM7	O55192	O00206
E2RFT9	F1MRU1	F1M0T1	Q3U269	Q9P0K8
F6UNZ3	P31408	Q63584	P62814	Q96EY8
F1PLQ8	F1MJR4	Q4V7A4	Q6JVL5	Q9ULK2
F1PED5	P56451	A0A0G2KAL2	P51908	Q9C0A0
L7N0I6	F1MME4	P28902	P12242	Q13324
F1Q4G9	F1N2Z6	A0A0G2KB72	B1AVK0	O75420
F1PQD9	Q17R00	D4A3V6	Q91WS2	P16109
J9P7L0	F1N1Z6	O55004	A0A0R4J069	O94829
J9P262	F1MHW6	Q3LZI9	P06728	Q8TBK2
F1PNU0	Q2HJ64	Q4KM64	P97464	Q8NFD5
E2R9R6	Q6VFT7	Q62862	P79621	Q0D2K0
J9NX39	E1BKI5	Q5FWU4	Q9JIF3	P0DML3
F1PFD6	G3MZN3	A0A0G2K988	Q8BYR8	P61246
F1Q1N4	Q2HJ40	D3ZUX7	Q8VC10	Q9Y6X9
E2RIZ6	F1MN99	F1LQP5	Q9EPM5	Q99828
F1PP65	P21327	D3ZAD7	P35918	Q9HCN8
E2QXX6	F1MTI0	A0A0G2JWR6	Q3T9X0	Q9H7T3
E2RPK5	G3MXV7	Q5XIR1	A0A0R4J055	Q13123
J9NYE8	E1BMV7	F1M7W8	Q810F8	Q8NAK8
F6Y539	E1B6Z5	Q9ET09	O35927	Q96HA8
E2QY27	E1B9M5	Q9QYH1	E9PYA3	Q9P243
E2RCJ5	F1MBK4	D3ZYT9	Q6PDH4	O43561
E2RFY4	F1MH09	Q6P7C4	Q6ZQM0	Q8WWN9
J9P4A7	F1MM48	P17777	P61092	Q5T0L3
F1PPE2	F1MRW6	F1LP51	Q9D0L6	Q9Y6A4
E2RFL8	E1BH37	P32232	Q8K596	Q9NXE8
E2RPZ5	F1N663	D4A6P1	Q9D114	P56749
H9GWD1	F1MR37	Q5M823	Q8K1E3	P50552
J9NZ15	F1MH56	D3ZQJ2	A0A1B0GRY1	O00541
J9P3S8	G3X6A0	G3V870	Q6NVG1	Q95460
T1ECS1	G3MZ44	Q63187	Q9Z2E3	Q2T9J0
E2RIA2	A0JNK5	A0A0G2K358	A0A0J9YTV4	Q330K2
F1PY04	Q3T0E9	P52953	Q7M6Y2	Q96Q11
E2RMB0	F1N5K2	Q7TT47	Q9Z1G3	O60306
J9NY29	A1A4J1	B2GV06	Q9QXD6	A8MW95
F1PYP9	Q5EA20	G3V7J0	Q9D1H9	Q9BXT6
F1PV98	Q0VC33	G3V7N7	Q8BJ63	O75330
E2R2S8	F1MWB8	Q9Z214	Q60936	P30153
F1Q3S8	E1BFD4	F1LPK2	Q9WUA1	Q9BUW7
F1PV63	P62157	D3Z8X7	Q60841	Q9NYF8
J9P0J9	E1BBB9	Q5M9G8	P97817	Q9H6R0
E2RJX6	Q0P598	Q4V8C5	Q8K479	Q8TBU1
E2RHV5	Q1RMM5	D4A8I9	A0A087WPJ6	Q9NZT2
F1P646	Q08DZ6	M0R4S2	Q99PN3	Q13207
F1PIY5	A6QPA0	G3V7K5	P17141	Q8IXH6
E2R1L4	F1MJ12	M0R8C5	Q9QWT9	P50458
E2QYX6	F1N6Y3	Q4V7C2	E9Q5Z5	Q02156
E2RJX9	E1BAB1	O70418	Q9D5J5	Q9UK11
F1PW93	F1MNF3	Q5FWS5	G3X9M3	Q6FIE5
J9P0F6	Q32KZ1	A0A0G2K8N3	Q6PGJ3	Q9UJC5
E2QU92	F1N074	Q5PQQ9	E0CYN9	Q12929
E2RSW1	Q08DH2	F1LMG1	Q8VD63	Q92786
E2R7I2	F1MSM8	Q9JIP0	Q64448	P10176
B9UM26	F1MLX4	Q3B8Q0	Q8BL74	Q8IUR0
E2RP37	G3N1W5	D3ZRH4	P0C7M9	O75191
F1PXI6	Q24K04	E9PTJ1	Q8C3Q9	Q9P127
F1PF40	Q58D06	F1LWY1	Q99N13	Q9BPY3
E2RDY4	E1BHF9	B7SZV3	Q8BR27	Q9UBK7
E2QZR1	F1MXS8	P49805	Q6NZI9	O75534
E2R0D5	E1BN54	D4A274	Q71KT5	Q96RG2
E2QXW5	E1BPL5	F1M9C4	Q80TL7	P16220
E2RM49	E1BGK3	Q6MG27	Q5SWT9	Q6ZNL6
E2QTT0	G3MWM8	D3ZUN5	Q8BGE6	O95264
F1PBZ9	E1BDK1	F1LQM3	Q8R4F1	Q13444
J9PAA0	G3N3W7	P24090	A7L9Z8	P09668
R4GDM1	F1MLL9	Q5RJN0	P97812	Q5VWX1
F1PF07	Q1JQA1	D3ZGZ9	Q9EQG3	O75508
E2RQX8	Q3ZBS8	Q925F0	Q8R464	Q92484
F1P6C5	Q3SZ33	Q5PPH4	Q9CXJ4	Q9NVL1
J9P2R6	F1MEN5	D3ZPH6	Q9DB52	P54687
J9JHC0	Q3ZCI1	D3ZSY7	E9PVD9	Q05DH1
F1PCA4	Q3T0F2	Q9QZR6	Q9QZQ3	Q2QD09
E2R9L7	Q3SYZ8	D3ZII8	Q0VBD2	Q8WWL2
E2RDN4	Q2TA28	D3ZYY8	A0A2I3BPM3	P21145
E2R983	Q0V7M4	B0BMX6	O35490	Q96K17
J9P957	F1MKS6	P02680	Q8K2F8	Q8N4N3
F1PGE7	Q32L96	Q498D5	Q9CSY8	Q86VX9
F6XC28	F1MDJ6	P06765	Q8C6S5	Q9BXF3
F1PEH3	F1MI41	D3ZVM7	Q9D174	P55017
F1PD07	A5D7L0	Q5PQP2	P10853	O43927
F1P723	E1B8X9	A0A096MJZ0	Q3KQQ4	P49746
F6UPH0	F1MF30	D4AAY7	P0DI97	Q9GZY4
F1PGR7	E1BNW6	P97580	Q3V2J9	Q13003
E2RTB6	F1MHJ3	O89038	Q8BG94	O15432
F1PUL4	A7YY55	Q3MHC2	Q9CWP6	P05231
F1Q0R8	E1BGA6	P55051	Q7TPZ8	P00751
J9JHP1	Q28156	F1M7S0	Q62219	Q9HC44
F1PPU6	F1MY22	Q8R5I7	Q9DBR4	P60331
E2RKZ5	Q32KU6	D3ZXF4	Q5U413	Q15011
F1PLJ2	G5E5K5	P25961	P17532	Q68CK6
F6V4D2	A2VDK9	A0A0G2KB50	O89098	P00747
E2RP83	F1MN41	Q5XHX5	Q8CHH1	Q8NDM7
F6X539	E1BPZ2	F1M659	Q9JL95	Q15714
F1P6V1	Q8HZJ5	Q811T3	Q8CAB8	Q9H9S4
J9P583	F1MJW8	Q5PQT3	P28650	Q96RR4
J9NZ17	Q17QW3	G3V8E6	O88822	Q6PL24
J9NSB6	F1MLT5	A1A5P7	Q64449	Q96NB3
F1PGU7	E1BKF7	D3ZYP0	Q9D9Z1	Q9C0C2
E2QUQ7	G3N1T1	A0A0G2K2W8	Q62233	P48764
F1PZH2	F1MEM8	D3Z9I2	Q9EQU5	Q9C0J8
E2QUN8	F1MAZ4	Q9QYV1	Q99PQ2	P09237
E2RN10	A2VDU4	P18420	O54714	O00267
E2RDJ3	P18341	P26769	P47774	O15079
E2RLA1	E1B8B1	P18298	Q9WUH1	A0A0A6YYG9
F1PUT4	F1MZ01	A0A0G2JUH9	Q9Z0J4	P02545
E2QX90	F1N0L3	P04757	Q571H0	P33121
E2RAF0	F1N211	P63033	Q8BVP5	P05452
F1PH98	Q2KI73	A0A0G2JTP0	A0A0R4J263	Q9ULJ6
E2RKH8	Q1LZD3	Q5RJK3	Q8BIQ3	Q9NSP4
J9NVC8	G3N0Y3	Q6AYG2	B2RQC2	Q01064
J9P6W8	G3MXH2	F1MA36	Q8C180	Q96RP9
F1PCU6	A6H7C6	D4A0W1	E9Q444	Q5BJF6
F1P6F3	F1N0Q3	Q5BK30	Q9D4V3	A8MT69
F1PEB6	A5D9H7	D3ZY86	Q8QZY2	A1L443
F1PZ14	F1MGL9	A0A0G2JT85	Q05860	Q9H008
E2R488	E1BNP5	A0JPK3	Q4FK59	Q96PE1
F1PU14	A4FUG8	Q5M865	P56695	Q14643
F1PAC9	F1N1C0	D3Z9B7	J9JI28	P57081
J9P7K8	F1N3H4	B0BN13	Q8VE94	Q53HC5
F1PP49	F1N242	A0A0G2KA14	Q9Z2E9	Q8TAP9
F1PRZ8	E1BA27	M0R8I8	E9QPE2	Q6NUN9
E2RLL3	G3MZR3	A0A140TAJ2	Q8BVR6	Q9Y2D2
J9P9E8	A2VE30	D3ZC11	Q8R3G9	Q16799
J9P0D7	E1BBI6	D3ZUJ8	P26952	Q9Y5Y2
E2QYX3	A6H707	D3ZWT6	Q8VC16	Q96Q27
F1PLA8	F1MSL3	F8WFZ9	P08101	P48169
J9P2R5	Q0V7L8	P05506	Q9D1E4	P20851
J9NXK2	F1MGK1	A0A0G2K8I5	Q9D7N6	P68106
F1PHE1	E1BC86	A0A0G2JVP1	Q8BGV3	Q9NW64
J9NX46	F1MCX8	A0A0H2UHH0	Q9EQM3	Q8TB05
E2QS80	E1B8Y0	A0A0G2JYP9	Q8C725	C9J442
E2RK65	Q58CX2	A0A0H2UH94	P26928	Q49AN0
J9NTR1	Q3ZBI7	P49620	Q9JHN8	Q8N118
A0A0B4J195	A5PJI5	P63249	Q8CIP4	Q4VC12
J9P118	Q58CP2	Q62753	D3YUU6	P08581
E2QXB8	H9GW32	G3V8M2	H3BJC3	Q5D0E6
J9NYC6	F1MYN4	F1MA76	Q8R1P5	Q7L8C5
E2RR55	Q148D4	P29314	Q8R507	Q14574
F1PVQ1	G3N2T5	D3ZIP1	Q9D8B1	Q6IQ32
E2RMM5	F1N6T4	D4A7I8	O09161	Q6IQ49
F1PTF6	G3N3T4	G3V7R2	Q3UQI9	P0CG13
E2R0Y1	Q2KIX3	Q66HE2	Q3TF40	Q9P107
F1PFF7	F1MDT8	A0A0G2K8R7	Q3V016	Q96P09
F1PXQ0	F1MXZ1	D3ZDG0	G3X8W0	P23284
J9P3R8	F1MLJ3	B2DD29	Q60714	Q8WVP5
J9P3A9	G3MWW7	F1LNX4	B1AXP3	O43567
F1PWW7	F1N5D8	D3ZFS1	Q9CQY7	Q8NGN1
E2R3Z2	Q5E9G1	A0A0G2K2C1	P0C5E4	Q05C46
F1P697	E1BB11	M0RDU9	D3YUM3	Q8IV45
E2QV44	E1BPZ1	D4A321	Q9CQ40	Q8N3X6
J9NRJ4	F1MNS1	A0A096MJ89	Q9D142	Q9UN79
F1PFU6	F1N3B0	G3V6H1	P33587	Q8TCJ2
F1PQB5	A4Z943	Q9WTY2	Q8BFR2	Q14331
E2QWH0	Q3ZCI3	Q5XI74	Q91ZI8	Q13884
E2R7U0	E1B8L8	D3ZRE8	G3X9G7	Q9HB15
F1PZ96	F1N6B8	D3ZC15	Q3UI68	Q5H9L2
J9NXJ1	Q5E9F2	Q7TS56	O88879	P80098
J9P5W2	G5E5Q1	D3ZGL1	P22727	O75052
E2R784	F1N543	F1M2T7	P03903	Q96DD7
E2R497	F1MIM3	P80432	O88892	Q8NHY3
F6V404	Q0IIL1	D3ZTG3	Q9D0L4	Q96KA5
J9NRH8	P00515	Q3B8R6	Q61142	Q9NPA8
F1PTB6	A4IFT3	Q76EQ0	Q9JIA1	P11234
E2RHE8	G3X6H5	A0A0G2JZH3	P12658	P04921
F1PRG7	E1BP90	D3ZSN4	Q62066	Q9Y5H7
E2RA61	E1BDN1	F1M4K6	Q08624	Q14554
F1PLN3	E1BE11	M0RBY8	Q8R105	P26378
F1PEL8	G3X6E5	F1LRA6	Q8BRT2	Q9H1A3
F1PNQ5	Q3T008	G3V6R5	Q9CRB1	Q9BW30
E2RCW9	O18973	Q700K0	Q91ZA5	Q86XM6
F1PX56	F1N6B6	O70248	E9QMD3	Q96ND0
F1PC39	E1B9H5	A0A0H2UHE2	A0A1Y7VNL1	Q6NZI2
E2R1G8	P12820	F1LV96	Q8BHC0	O00168
E2RM24	A4IF90	Q4G097	P06343	Q6RW13
E2RCR7	E1BE05	P28576	A2AE18	P19532
J9NWW5	Q2HJF5	P38656	P53564	Q6ZV73
F1Q1H6	F1MTJ5	A0A0G2K4Q9	P35396	P55317
F6XUT8	Q9MYM4	Q6MGB6	P15066	P51452
J9PB16	F1MUM3	Q8CJE2	Q8CAC8	Q6QAJ8
J9NW15	G3MXE6	D3ZTU7	Q9D103	O00628
J9PAT6	E1BMG7	Q62812	Q2WG76	Q7L3S4
F1PUY5	Q1JPJ0	Q6AYS5	A0A0A0MQ73	Q86Y46
E2RJV0	A1L552	D3ZXJ5	Q9JL10	Q9P2P6
E2RI16	F1MQB1	Q5PPM8	Q8K2J0	Q92835
E2R7F8	A5PK45	P27274	P09633	O15481
F1PNH6	F1MPT8	B1WBV7	Q70FJ1	Q13490
J9P1P8	E1BLJ9	P34131	P56386	Q9NRH3
E2RQ29	F1N4E7	P98087	E0CX23	A0A0B4J2A2
F1PRV8	Q2KID4	F1M2K0	Q3U1U7	Q8NEG4
E2RRC7	E1B818	F6QFT3	P70392	Q9BRV3
J9P9B5	G3X879	D4A227	O70138	Q9BZ67
F1PYT3	Q09139	A0A0G2JSK9	Q3U825	P55318
E2R2R3	F1MTN1	P29288	Q6NZF1	O00507
E2QYN3	Q32KX8	P70645	Q9WTJ4	Q92686
J9P8I4	E1BGP4	B6ID11	M0QWU0	Q5U5Z8
J9PAG1	A6QR02	Q4QQU9	Q3TY32	Q86UY5
E2RH81	Q2NKU6	P13599	Q9R0N3	Q5SXH7
J9P1G0	G3X6E3	F1LX35	Q8BG26	O60299
E2R738	A7YWD2	D3ZNK1	Q9CRD4	Q08648
E2RGE0	G3N1N5	P04468	Q3U436	Q9ULM0
F6V4T0	E1BGG4	D3Z9M1	E9PW83	Q6ICL3
J9NYZ1	E1BC82	Q9QZA2	A0A0R4J061	Q9BRT3
F1PIW4	E1BBQ1	P35370	Q9D9R0	P23515
E2QW59	E1B9M8	D3ZYC4	Q9JI71	Q5VZP5
J9NRR1	A0A140T841	A0A0G2K1Q3	O35536	Q5XLA6
F1PXW1	F1N768	Q5XIG7	Q3TEE9	Q6UX98
F6UQ08	Q5KR48	F1M391	P55284	Q96JM7
J9NTI9	Q2KJ84	D3ZWD3	P23683	Q9P2G9
F1PLS2	E1BNN7	D4ACQ9	Q9D7N9	Q6WBX8
J9NSM1	E1BME7	O70215	Q9EQD0	Q9H6Y7
E2RFR6	H2XJE8	G3V652	Q6P5U8	Q8TER5
F1Q081	F1N7N7	Q64270	Q3UK78	O43929
F1P9R1	E1BFD3	B5DEN3	Q8BG89	O60879
E2RLH8	E1BQ18	D3ZXG2	E9Q0N2	P28290
E2REA1	Q32L76	Q01579	Q8BKX3	Q9H707
J9NUM2	Q3T0D8	E9PTT0	Q3UYC0	Q14739
E2RHF6	Q2KHU3	A0A0G2JYI7	P40201	Q9Y5X4
Q30KV2	E1BEJ9	F1LUD4	Q9JII6	P51398
F1PB15	F1MFT3	D4A4X2	O70582	Q8NEM2
E2RC15	Q3SZ70	D4A9B0	G5E8X0	Q9UK28
E2RRN8	F1MXQ3	P20793	Q9JIF9	P13727
F1PC53	G3MX53	P20395	P97326	Q15170
F6UTN8	E1BNE0	F1M5Q3	Q80Y17	Q92585
J9NTU6	F1N5Z1	P62744	Q8BYL4	P62332
E2QT97	P00517	Q7TQN4	P27870	Q08881
F2Z4Q7	E1BNL9	D4A9I3	Q8BZ34	Q8NFT6
F1Q323	F1MPJ5	D3ZMU8	Q640N3	Q9P270
F1PHX4	Q0VCS0	F1M6N0	A2AFR3	Q8TB92
F6Y3L8	F1N4R0	P19814	P97926	O75815
F1PVK9	F1MZG1	F7EYB9	D3Z4R1	Q96NG3
F1PU80	E1BA72	F1LYQ6	Q8BWD2	Q8TEU7
E2QXH0	G3MZE3	Q6MGC2	Q8C3X4	Q9H6X2
E2RI14	Q17QN5	D3ZPG5	A2A995	O14531
E2R8E1	A7MB04	D4A208	P58660	P24821
J9NS42	P79132	Q5XI99	Q8BXA1	Q9BXS5
J9P0S3	F1N4Y7	Q5FVI4	Q920U0	Q96BS2
E2RFQ1	F1MUG2	G3V9V6	Q91WC1	P19256
E2RCI5	G3MX90	D3ZJF7	Q8K4L3	P16152
Q3BCQ4	F1N3P0	Q6AY33	Q91W34	Q8N612
J9P9U0	F1MQS5	D3ZPP3	E9QL79	Q96PR1
E2R6R5	Q1RMM6	Q76KC5	Q7TSG5	Q9H2X0
E2RRY2	F1MMT7	A0A0H2UHT8	Q6NZC7	A6ND91
E2R4H4	F1MLB8	Q03114	Q80U72	P11142
E2R699	E1BM23	D4ABC7	Q8K441	Q14973
E2QUM7	E1BFA9	F1LXH1	Q8CII2	Q9H8S9
F1PSP7	Q2KI11	Q6AYU9	Q91XX6	Q9Y324
O77592	F1N1F0	A0A0G2JSK2	P70304	O75525
E2R034	F1MM86	Q5U2X6	Q91YI6	Q8TBZ2
F1PKA8	Q0P5L5	D4A3X6	P17717	Q9BVH7
E2RGZ8	E1BCY2	D4A8F6	Q9CQ85	Q96MH6
E2RTG4	F1N712	B5DF13	Q99LG2	P60510
F1PD49	F1N602	G3V7Q3	G5E8T9	P27695
E2R610	E1B906	Q641Z8	Q8VI93	O75663
F1PXF9	E1BIW7	Q5BKC6	Q9D258	Q9ULD0
F1PKN7	F1MDD5	D4A3A9	Q9D6G5	Q9BXX0
F1P600	A5D7K0	P00388	Q91X52	Q86YR7
J9JHQ7	E1BCK9	Q9R0I6	Q922S4	Q68DY1
E2RL82	F1MYX4	A4GG66	Q8VCU0	Q8TDI0
J9NWC6	E1BB36	P25409	P11033	Q6UWI4
F1PMB0	A4IFK2	A2RRU2	Q19A41	Q2V2M9
F1PR38	E1BJS7	Q5U2X4	P98197	P24394
J9P2X2	E1BD76	P32301	Q8BZN6	Q5T7N3
F1PB60	A5D7I5	Q6SLE7	Q62448	O95727
F1P659	G5E595	D4ACW0	E9QAM5	A1L4L8
F1P7J3	F1MDN4	P12526	Q69ZL1	Q8WWI1
E2R6Q9	F1MC84	D3ZHS3	P13745	P21709
F1PHC9	F1ML11	P07490	G3X939	P36941
